"","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","saved"
"271",0.752,0.496,1,-9.602,0.0573,0.00905,0.000693,0.182,0.383,92.992,335493,4,1
"272",0.632,0.682,4,-8.052,0.0459,0.000323,0.0248,0.142,0.532,122.983,227086,3,1
"273",0.799,0.325,7,-16.132,0.0769,0.0366,0.00164,0.398,0.371,77.672,305133,4,1
"274",0.907,0.66,1,-11.951,0.0459,0.0335,0.194,0.112,0.973,130.747,338410,4,1
"275",0.789,0.697,10,-6.532,0.0469,0.0118,0.0432,0.0925,0.577,118.004,464997,4,1
"276",0.64,0.657,5,-7.83,0.0303,0.652,0.896,0.108,0.765,96.655,187973,4,1
"277",0.697,0.919,7,-6.174,0.029,0.00694,0.0621,0.203,0.943,118.341,256400,4,1
"278",0.412,0.728,1,-7.133,0.0326,0.00389,0.882,0.159,0.795,129.686,156560,4,1
"279",0.332,0.245,10,-12.166,0.0342,0.9,5.2e-06,0.391,0.107,118.453,250853,4,1
"280",0.351,0.633,8,-5.899,0.0332,0.0906,0.0207,0.0876,0.419,173.637,366240,3,1
"281",0.415,0.509,2,-10.335,0.0321,0.507,0.307,0.113,0.292,85.271,144667,4,1
"282",0.577,0.916,4,-7.305,0.101,0.445,0,0.156,0.545,94.731,163133,4,1
"283",0.443,0.293,9,-14.393,0.0311,0.783,0.31,0.212,0.27,84.062,121107,4,1
"284",0.648,0.713,10,-8.453,0.173,0.0427,0.0411,0.0796,0.885,92.817,352573,4,1
"285",0.598,0.344,1,-15.883,0.0284,0.71,0.877,0.137,0.548,114.202,254267,4,1
"286",0.579,0.397,5,-8.565,0.0367,0.407,0.832,0.099,0.778,169.486,179107,4,1
"287",0.554,0.956,0,-6.45,0.0327,0.331,0.929,0.563,0.955,145.46,237453,4,1
"288",0.532,0.874,9,-5.183,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4,1
"289",0.403,0.776,4,-4.554,0.0366,0.376,6.99e-05,0.104,0.348,149.119,286840,4,1
"290",0.759,0.445,9,-8.068,0.0336,0.791,0.15,0.108,0.571,118.85,268388,4,1
"291",0.593,0.279,6,-12.688,0.202,0.228,0.826,0.11,0.184,92.461,255613,4,1
"292",0.885,0.485,10,-9.299,0.0872,0.0868,0.79,0.0883,0.67,106.394,294211,4,1
"293",0.755,0.842,2,-7.293,0.129,0.388,0.541,0.105,0.798,123.203,516587,4,1
"294",0.518,0.709,3,-8.395,0.178,0.27,6.57e-06,0.0985,0.782,173.093,171533,4,1
"295",0.807,0.602,9,-11.02,0.054,0.0251,0.171,0.0414,0.931,113.543,214227,4,1
"296",0.849,0.835,9,-5.887,0.235,0.0368,0.409,0.31,0.966,152.104,83480,3,1
"297",0.655,0.769,2,-4.673,0.0363,0.00846,0.118,0.062,0.802,97.636,91667,3,1
"299",0.325,0.629,2,-12.499,0.0614,0.00607,1.83e-05,0.136,0.512,80.898,491400,4,1
"300",0.596,0.895,4,-6.647,0.0915,0.00936,0.0139,0.127,0.292,125.653,368200,4,1
"301",0.523,0.722,6,-6.533,0.0307,0.074,0.00336,0.122,0.506,129.424,215867,4,1
"302",0.669,0.452,0,-10.562,0.0294,0.248,0.286,0.065,0.92,135.302,392021,3,1
"304",0.639,0.907,9,-7.85,0.0409,0.0128,0.328,0.704,0.696,97.019,234333,4,1
"306",0.456,0.957,0,-4.842,0.0645,9.46e-05,3.03e-06,0.339,0.327,100.041,153001,4,1
"307",0.487,0.768,9,-8.074,0.0601,0.00539,0.0784,0.0838,0.0567,119.45,503080,3,1
"308",0,0.802,1,-7.977,0,0.00417,0.878,0.603,0,0,94967,0,1
"309",0.747,0.59,11,-10.642,0.0795,0.439,0.0111,0.0621,0.839,109.677,298813,4,1
"310",0.23,0.635,6,-10.656,0.0856,0.565,0.132,0.347,0.436,182.628,164440,4,1
"311",0.753,0.723,7,-7.312,0.0606,0.531,0.044,0.0795,0.961,129.323,498358,4,1
"312",0.491,0.639,5,-8.752,0.0296,0.0302,0.887,0.145,0.816,151.038,212340,4,1
"313",0.6,0.443,5,-8.977,0.0379,0.359,0.000606,0.632,0.552,140.049,324720,4,1
"314",0.516,0.66,9,-5.002,0.0489,0.00091,0,0.0663,0.234,112.065,251011,4,1
"315",0.489,0.716,9,-8.771,0.0339,0.234,0.962,0.27,0.543,164.038,361414,4,1
"316",0.487,0.637,1,-9.305,0.0302,0.434,0.729,0.0873,0.486,150.078,311280,3,1
"317",0.457,0.975,7,-1.971,0.0694,2.53e-05,0.299,0.0842,0.192,87.52,140733,4,1
"318",0.488,0.476,5,-10.316,0.0497,0.438,0.000279,0.11,0.583,110.951,482960,4,1
"319",0.266,0.43,11,-11.758,0.0313,0.155,2.09e-05,0.203,0.226,75.887,219521,4,1
"320",0.471,0.727,6,-7.859,0.032,0.279,0.903,0.0983,0.675,88.486,214933,4,1
"321",0.231,0.712,9,-3.992,0.0444,0.0086,0.00283,0.158,0.297,203.138,483733,3,1
"322",0.507,0.683,7,-8.079,0.0316,0.303,0.000132,0.142,0.901,95.732,310600,4,1
"323",0.573,0.226,2,-14.767,0.082,0.825,4.4e-06,0.15,0.366,131.692,253853,4,1
"324",0.501,0.773,2,-6.041,0.0333,0.0374,0.385,0.701,0.704,129.995,292522,4,1
"325",0.663,0.444,11,-11.214,0.0338,0.274,0.659,0.388,0.2,122.974,240493,4,1
"326",0.696,0.709,2,-8.274,0.0586,0.11,1.23e-05,0.185,0.336,96.858,135093,4,1
"327",0.58,0.295,6,-14.465,0.0424,0.617,0,0.1,0.417,140.875,205400,4,1
"328",0.628,0.773,5,-7.538,0.0385,0.583,2.75e-06,0.0895,0.748,111.207,478280,4,1
"329",0.431,0.538,11,-8.147,0.0302,0.0908,0.0179,0.0817,0.47,148.102,442107,4,1
"330",0.474,0.843,0,-5.909,0.272,0.0102,0.104,0.362,0.433,97.691,274282,4,1
"331",0.654,0.208,2,-19.584,0.0435,0.868,0.899,0.108,0.448,89.258,154173,4,1
"332",0.575,0.787,11,-9.439,0.0441,0.0298,0.893,0.121,0.836,101.096,212147,4,1
"335",0.335,0.912,1,-3.352,0.0338,1.54e-05,0.385,0.159,0.671,176.071,192200,4,1
"336",0.594,0.304,9,-15.353,0.029,0.947,0.198,0.0933,0.13,79.994,152985,4,1
"337",0.622,0.199,0,-20.624,0.153,0.895,0.135,0.683,0.447,107.214,164040,4,1
"338",0.714,0.332,11,-6.269,0.0779,0.0164,0.894,0.289,0.485,172.473,99030,4,1
"339",0.621,0.6,8,-9.192,0.138,0.0894,0.571,0.813,0.959,127.508,246910,4,1
"340",0.833,0.501,5,-7.095,0.045,0.921,0.829,0.0889,0.643,115.468,303293,4,1
"341",0.755,0.59,3,-10.32,0.0562,0.869,0.258,0.272,0.962,153.818,548827,4,1
"342",0.588,0.407,1,-14.169,0.0362,0.0212,0.427,0.12,0.362,87.565,203716,4,1
"343",0.385,0.476,8,-8.299,0.0279,0.13,0.937,0.124,0.039,178.031,181613,4,1
"344",0.76,0.671,6,-8.232,0.0629,0.306,0.00828,0.134,0.921,112.845,502720,4,1
"345",0.159,0.56,2,-13.589,0.0438,0.0148,0,0.11,0.206,98.035,399507,3,1
"346",0.316,0.415,9,-10.783,0.0362,0.109,0.713,0.118,0.365,104.834,172640,4,1
"347",0.812,0.49,7,-8.646,0.0574,0.365,0.0337,0.105,0.925,105.038,169733,4,1
"348",0.569,0.613,9,-10.066,0.0448,0.181,0,0.117,0.544,130.159,471383,4,1
"349",0.496,0.572,9,-9.65,0.0354,0.517,0.11,0.402,0.295,124.394,474000,4,1
"350",0.363,0.828,3,-5.297,0.0795,0.914,0.117,0.155,0.492,130.65,261824,4,1
"351",0.661,0.831,8,-9.155,0.027,0.0403,0.766,0.106,0.953,97.384,272000,4,1
"352",0.21,0.695,0,-6.143,0.0306,1.55e-05,0.855,0.359,0.311,83.494,320920,4,1
"353",0.339,0.34,11,-14.377,0.0385,0.657,0.459,0.375,0.117,142.362,419133,4,1
"354",0.56,0.821,0,-6.771,0.0315,9.34e-05,0.000381,0.129,0.456,159.999,240000,4,1
"355",0.588,0.721,1,-8.973,0.0881,0.196,0.374,0.117,0.795,123.319,390600,4,1
"356",0.49,0.651,7,-12.212,0.0293,0.227,0.000981,0.13,0.718,81.493,158680,4,1
"357",0.661,0.806,5,-4.781,0.045,0.212,0.218,0.07,0.974,160.863,223107,4,1
"358",0.552,0.501,2,-7.742,0.0918,0.921,0.047,0.284,0.529,74.849,356960,4,1
"359",0.619,0.574,5,-11.029,0.0382,0.525,0.0311,0.373,0.403,102.91,288840,4,1
"360",0.454,0.82,2,-4.193,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4,1
"361",0.43,0.457,4,-8.495,0.0332,0.518,0.0868,0.123,0.709,109.875,405627,4,1
"362",0.674,0.785,11,-6.126,0.0535,0.127,7.9e-05,0.0764,0.853,105.543,300200,4,1
"363",0.479,0.852,10,-5.811,0.0387,0.00105,0.128,0.62,0.456,110.006,228937,4,1
"364",0.858,0.457,8,-17.484,0.0925,0.379,7.28e-06,0.151,0.457,107.243,229200,4,1
"365",0.588,0.414,1,-10.116,0.0336,0.796,0,0.152,0.709,132.229,144827,4,1
"366",0.698,0.537,10,-12.899,0.0298,0.434,0.0775,0.196,0.904,95.099,348973,4,1
"367",0.523,0.572,7,-12.436,0.0352,0.00224,0.00148,0.287,0.664,124.07,261640,4,1
"368",0.539,0.541,0,-8.37,0.0309,0.549,4.83e-05,0.57,0.857,61.102,124111,4,1
"369",0.516,0.848,9,-6.462,0.0625,6.19e-05,0,0.284,0.49,93.989,245153,4,1
"370",0.385,0.573,7,-13.027,0.0449,0.669,0.886,0.0932,0.121,100.988,545013,4,1
"371",0.723,0.873,9,-6.749,0.0524,0.215,2.13e-06,0.0792,0.934,111.793,182067,4,1
"372",0.538,0.704,1,-8.904,0.0332,0.0794,0,0.0867,0.583,120.963,281227,4,1
"373",0.399,0.755,4,-9.281,0.047,0.167,0.00272,0.137,0.716,128.793,204600,4,1
"374",0.523,0.762,4,-8.669,0.0346,0.0308,0,0.0675,0.881,128.064,205733,4,1
"375",0.65,0.759,1,-4.932,0.0355,0.353,0,0.155,0.943,121.454,212840,4,1
"376",0.645,0.437,2,-6.896,0.041,0.78,2.37e-05,0.119,0.799,167.769,191920,4,1
"377",0.481,0.262,7,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,4,1
"378",0.502,0.4,7,-13.697,0.0294,0.856,0.000375,0.333,0.435,127.182,227706,4,1
"379",0.674,0.884,2,-7.817,0.0501,0.0102,0.847,0.344,0.402,111.02,342808,4,1
"380",0.359,0.835,0,-7.825,0.134,0.113,1.68e-06,0.428,0.545,184.638,280880,4,1
"381",0.57,0.635,10,-10.231,0.0482,0.00459,0.176,0.0901,0.196,108.431,266840,4,1
"383",0.467,0.354,6,-10.752,0.0417,0.0773,0.12,0.124,0.231,164.334,186200,3,1
"384",0.537,0.847,2,-8.257,0.037,0.214,0.00313,0.131,0.715,102.625,323907,4,1
"385",0.429,0.893,2,-4.661,0.034,0.0471,0,0.141,0.952,152.816,197680,4,1
"386",0.397,0.915,2,-5.573,0.0539,0.0412,0.0641,0.348,0.719,81.044,326807,4,1
"387",0.51,0.508,6,-10.358,0.117,0.412,0.729,0.121,0.247,178.23,309188,4,1
"388",0.404,0.938,1,-4.108,0.0669,0.00433,0.00234,0.291,0.48,175.995,133027,4,1
"389",0.268,0.564,9,-8.618,0.0328,0.392,0.000592,0.11,0.25,167.915,243387,4,1
"390",0.432,0.642,1,-7.069,0.0342,0.177,0.0277,0.0936,0.422,165.534,265347,4,1
"391",0.547,0.757,6,-2.479,0.0362,0.000577,0.197,0.0789,0.335,112.919,327489,4,1
"392",0.553,0.934,8,-9.58,0.0548,0.114,0.825,0.575,0.711,138.682,361933,4,1
"393",0.232,0.909,2,-6.236,0.0746,0.0259,0.0837,0.428,0.238,86.736,399340,4,1
"394",0.518,0.802,0,-7.316,0.0363,0.317,0.000428,0.261,0.65,121.96,310573,4,1
"396",0.77,0.873,2,-5.76,0.042,0.0134,0.716,0.165,0.74,125.826,424240,4,1
"397",0.473,0.67,8,-7.756,0.0353,0.446,3.15e-06,0.0957,0.808,152.484,625293,4,1
"398",0.614,0.694,7,-4.743,0.0337,0.401,1.38e-06,0.235,0.8,137.088,158733,4,1
"399",0.791,0.824,0,-5.4,0.0377,0.248,0,0.309,0.802,133.035,180000,4,1
"400",0.659,0.678,0,-8.18,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,4,1
"401",0.545,0.67,9,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4,1
"402",0.315,0.602,4,-8.02,0.0401,0.0311,0.0381,0.325,0.184,78.738,527667,4,1
"403",0.235,0.977,6,0.878,0.107,0.00353,0.00604,0.172,0.241,152.952,208133,4,1
"404",0.378,0.951,3,0.45,0.0566,0.00329,0.419,0.135,0.249,132.06,213093,4,1
"405",0.437,0.837,9,-8.949,0.0375,0.00216,0.4,0.0682,0.453,125.012,260000,4,1
"406",0.57,0.505,11,-8.149,0.0254,0.592,0.942,0.172,0.102,96.774,173827,4,1
"407",0.469,0.811,7,-6.79,0.0368,0.0482,0.39,0.781,0.155,114.973,488747,4,1
"408",0.391,0.68,2,-12.042,0.0404,0.0655,0.748,0.157,0.8,185.045,189667,4,1
"409",0.527,0.636,5,-12.888,0.0347,0.0599,0.843,0.204,0.607,83.101,334467,4,1
"410",0.473,0.796,9,-4.541,0.0567,0.272,0.183,0.36,0.587,102.632,165400,1,1
"411",0.417,0.881,0,-4.391,0.18,0.0175,0.00572,0.103,0.469,175.001,205158,4,1
"412",0.51,0.31,2,-13.647,0.0291,0.695,0,0.128,0.292,90.074,177547,4,1
"413",0.651,0.859,2,-9.959,0.0439,0.0275,0.267,0.126,0.63,113.51,296613,4,1
"414",0.172,0.485,6,-7.623,0.0486,0.00447,0.0741,0.702,0.438,121.036,728173,4,1
"415",0.405,0.84,8,-8.168,0.0334,0.0593,0,0.106,0.789,169.596,278680,4,1
"416",0.779,0.465,9,-16.555,0.191,0.367,0.857,0.107,0.0373,104.998,289714,4,1
"417",0.491,0.603,2,-10.765,0.0378,0.621,0.113,0.133,0.563,127.742,167653,4,1
"418",0.462,0.974,7,-4.604,0.0776,0.127,0.536,0.148,0.555,96.294,442653,4,1
"419",0.572,0.783,7,-8.269,0.085,0.0144,0.00226,0.0982,0.622,78.825,224973,4,1
"420",0.794,0.687,7,-5.028,0.0746,0.0395,0.4,0.115,0.787,100.253,255984,4,1
"422",0.682,0.883,5,-9.154,0.0451,0.00551,0.839,0.455,0.698,107.041,293147,4,1
"423",0.167,0.734,5,-4.819,0.0398,0.31,0.967,0.0984,0.601,168.658,165507,4,1
"424",0.97,0.509,2,-7.653,0.191,0.217,0.000532,0.0701,0.784,121.993,224960,4,1
"425",0.494,0.661,10,-7.54,0.047,0.486,0.806,0.116,0.204,89.659,260253,4,1
"426",0.832,0.759,10,-8.089,0.036,0.0697,3.67e-06,0.152,0.966,116.525,302213,4,1
"427",0.432,0.876,2,-7.247,0.209,0.646,0.0086,0.659,0.485,112.463,174613,5,1
"428",0.9,0.916,1,-7.481,0.115,0.22,0.000141,0.0323,0.538,102.916,277894,4,1
"429",0.492,0.481,9,-9.708,0.0268,0.05,0.832,0.131,0.162,95.525,376533,4,1
"430",0.749,0.784,1,-3.208,0.287,0.0415,0,0.781,0.861,80.758,262322,4,1
"431",0.158,0.839,9,-6.235,0.0647,0.0173,0.12,0.108,0.185,83.688,335507,4,1
"433",0.28,0.908,2,-5.509,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4,1
"434",0.531,0.917,0,-8.033,0.0554,0.00362,0.000347,0.239,0.393,101.829,284693,4,1
"435",0.287,0.75,9,-5.483,0.0472,0.00967,0.0242,0.358,0.506,145.611,168455,4,1
"436",0.103,0.928,5,-3.737,0.117,6.35e-06,0.000265,0.308,0.0334,163.204,255667,4,1
"438",0.831,0.575,6,-7.145,0.0525,0.0435,1.84e-05,0.374,0.932,131.905,248200,4,1
"439",0.307,0.735,9,-6.303,0.0562,0.238,0.567,0.209,0.556,82.507,232904,4,1
"440",0.572,0.958,8,-4.526,0.047,0.651,0.886,0.105,0.0335,101.009,333810,4,1
"441",0.694,0.653,7,-6.945,0.0321,0.00191,0.121,0.184,0.902,107.519,285107,4,1
"442",0.332,0.581,5,-9.415,0.0339,0.000888,0.749,0.0867,0.199,127.751,250733,4,1
"443",0.435,0.714,0,-5.626,0.041,0.554,0.72,0.151,0.44,119.902,215880,3,1
"444",0.716,0.894,0,-6.929,0.3,0.143,1.95e-06,0.0991,0.645,151.989,172677,4,1
"445",0.741,0.592,10,-6.697,0.0304,0.00394,0.0525,0.142,0.386,108.997,230280,4,1
"446",0.457,0.686,7,-8.301,0.0239,0.124,0.893,0.0852,0.401,103.475,1232107,4,1
"447",0.286,0.597,7,-8.734,0.0309,0.000108,0.00618,0.0771,0.235,159.897,231750,4,1
"448",0.516,0.11,2,-14.176,0.038,0.522,0.00121,0.131,0.0538,105.595,245746,4,1
"450",0.618,0.719,0,-9.541,0.0539,0.0372,0.821,0.118,0.804,89.816,264922,4,1
"454",0.506,0.109,9,-21.101,0.0349,0.641,0.112,0.0948,0.585,96.304,189307,4,1
"455",0.687,0.466,10,-12.16,0.037,1.67e-05,0.93,0.121,0.429,99.566,273333,4,1
"456",0.737,0.725,8,-7.465,0.0332,0.438,4.05e-06,0.189,0.888,115.104,168320,4,1
"457",0.591,0.578,11,-10.313,0.0351,0.165,2.83e-06,0.164,0.691,80.307,240933,4,1
"458",0.563,0.859,2,-5.641,0.0522,0.00607,0.649,0.116,0.255,106.003,285400,4,1
"459",0.65,0.817,1,-5.665,0.0346,0.0174,0.0572,0.0902,0.526,117.02,256213,4,1
"460",0.633,0.646,11,-5.615,0.0846,0.203,0.17,0.0887,0.439,126.698,186293,4,1
"461",0.565,0.85,2,-5.93,0.0934,0.25,0.000143,0.579,0.585,112.188,324693,3,1
"462",0.559,0.834,0,-5.007,0.0318,0.00321,0.000109,0.251,0.625,113.066,199577,4,1
"463",0.598,0.657,8,-7.466,0.0386,0.0328,2.72e-05,0.172,0.194,114.969,260400,4,1
"464",0.662,0.212,1,-14.638,0.0523,0.66,0.57,0.609,0.584,89.996,224917,4,1
"465",0.57,0.378,4,-11.966,0.0386,0.378,0.916,0.0417,0.648,137.85,331578,3,1
"466",0.741,0.594,3,-8.678,0.0378,0.438,0.771,0.102,0.825,102.935,166733,4,1
"467",0.657,0.879,7,-12.334,0.0339,0.317,0.814,0.0745,0.958,95.743,213413,4,1
"468",0.381,0.62,8,-5.925,0.0377,0.695,0.0451,0.134,0.434,74.548,257930,4,1
"469",0.626,0.355,1,-13.861,0.0381,0.0661,0.267,0.11,0.663,151.107,133533,4,1
"470",0.611,0.763,10,-5.476,0.117,0.00113,0.525,0.393,0.494,114.543,305620,4,1
"471",0.631,0.977,5,-6.02,0.277,0.18,0.000743,0.0971,0.389,164.126,231105,4,1
"472",0.701,0.754,2,-9.674,0.0843,0.115,0.0122,0.0394,0.891,119.204,265040,4,1
"473",0.861,0.486,0,-10.017,0.0497,0.00101,0.0948,0.0831,0.658,95.899,321147,4,1
"474",0.245,0.773,0,-5.985,0.0525,0.0665,0.00046,0.358,0.464,148.134,323200,4,1
"475",0.839,0.585,2,-7.738,0.153,0.478,0.00281,0.0435,0.89,89.821,181260,4,1
"476",0.388,0.507,9,-13.082,0.0381,0.0197,0.349,0.214,0.477,134.696,177640,4,1
"477",0.373,0.467,0,-9.748,0.039,0.529,0.439,0.108,0.0662,85.67,397160,4,1
"478",0.313,0.842,9,-8.47,0.0473,0.00421,0.783,0.342,0.342,91.907,148387,4,1
"479",0.497,0.413,2,-15.855,0.104,0.869,0.296,0.112,0.624,65.395,295973,4,1
"480",0.424,0.639,0,-6.227,0.0594,0.00693,0.913,0.602,0.493,177.978,199750,4,1
"481",0.65,0.864,10,-5.054,0.0446,0.622,0.598,0.178,0.732,109.999,289573,4,1
"482",0.727,0.548,10,-7.393,0.0291,0.0628,0.526,0.133,0.929,107.826,289267,4,1
"483",0.283,0.477,1,-8.438,0.0317,0.495,0,0.196,0.317,124.643,221613,3,1
"484",0.428,0.923,2,-4.454,0.123,0.0108,0.436,0.0985,0.681,151.005,146738,4,1
"485",0.363,0.781,2,-8.059,0.0327,0.00146,0.842,0.275,0.458,179.482,181880,4,1
"486",0.386,0.806,9,-5.165,0.0731,0.000869,0.0464,0.163,0.463,220.169,152787,4,1
"487",0.318,0.589,4,-9.372,0.0579,0.723,0.902,0.0866,0.377,188.179,241480,4,1
"488",0.408,0.401,0,-8.351,0.0255,0.416,0.0135,0.135,0.452,80.831,348707,4,1
"489",0.451,0.532,5,-8.074,0.0415,0.0606,0.143,0.104,0.494,76.176,199597,4,1
"490",0.269,0.782,6,-5.422,0.0932,0.00152,0.00151,0.183,0.473,89.977,227320,4,1
"491",0.237,0.674,6,-5.852,0.0411,0.135,7.52e-05,0.136,0.154,113.669,332000,4,1
"492",0.221,0.713,11,-10.301,0.0943,0.012,5.77e-05,0.648,0.331,165.24,221280,4,1
"493",0.923,0.793,2,-8.361,0.221,0.205,9.79e-06,0.0532,0.8,111.765,234747,4,1
"494",0.507,0.705,1,-8.367,0.024,8.53e-06,0.0757,0.13,0.333,89.002,237301,4,1
"495",0.669,0.405,4,-9.457,0.032,0.143,0.127,0.0988,0.559,73.998,152825,4,1
"496",0.833,0.563,7,-8.64,0.246,0.186,1.23e-05,0.172,0.833,142.021,154491,4,1
"497",0.407,0.617,0,-7.67,0.031,0.0538,0.0239,0.178,0.118,82.381,192720,4,1
"498",0.778,0.444,10,-10.894,0.0674,0.0151,0.8,0.095,0.136,124.005,462041,4,1
"499",0.603,0.892,8,-5.184,0.0855,0.0486,9.13e-05,0.169,0.297,137.682,243617,4,1
"501",0.305,0.661,11,-13.908,0.0388,0.202,0.226,0.0813,0.19,141.956,328600,4,1
"502",0.492,0.484,3,-10.729,0.0558,0.0495,0.841,0.202,0.108,77.274,261387,4,1
"503",0.402,0.546,1,-12.616,0.0329,0.561,0.626,0.0921,0.0654,160.639,228173,4,1
"504",0.734,0.677,10,-7.848,0.163,0.0683,2.41e-06,0.136,0.869,102.842,245493,4,1
"505",0.247,0.874,2,-3.398,0.0545,6.2e-06,0.0709,0.411,0.305,138.686,326387,4,1
"506",0.422,0.947,6,-2.868,0.0474,0.0083,0.000482,0.107,0.821,170.852,179744,4,1
"507",0.829,0.435,0,-10.136,0.0515,0.0363,0.878,0.119,0.594,103.816,230147,4,1
"508",0.611,0.846,11,-5.9,0.0436,0.00509,0,0.0784,0.751,103.912,162920,4,1
"509",0.427,0.665,4,-9.681,0.139,0.402,0.000105,0.409,0.561,160.935,266240,4,1
"510",0.617,0.676,6,-11.055,0.0371,0.363,0.000156,0.153,0.642,97.289,188080,4,1
"511",0.791,0.443,5,-7.065,0.0466,0.00884,0.0154,0.11,0.887,105.007,202000,4,1
"512",0.492,0.959,2,-5.425,0.0447,0.0142,0.00323,0.509,0.577,147.301,129292,4,1
"513",0.514,0.945,6,-6.352,0.0729,0.325,1.65e-06,0.136,0.931,167.161,148560,4,1
"514",0.181,0.947,0,-6.257,0.0845,0.00276,0.0104,0.536,0.2,158.82,233080,4,1
"515",0.481,0.915,5,-2.441,0.0665,0.0203,0,0.105,0.376,122.213,180573,4,1
"516",0.551,0.938,9,-4.21,0.0959,4.99e-05,2.51e-06,0.129,0.606,122.911,191000,4,1
"517",0.887,0.855,0,-6.21,0.186,0.146,3.66e-05,0.109,0.67,116.982,188777,4,1
"518",0.701,0.261,0,-19.846,0.0938,0.219,0,0.0821,0.89,97.042,144333,4,1
"519",0.57,0.318,7,-6.771,0.0382,0.106,0.785,0.0913,0.291,158.066,170146,4,1
"520",0.432,0.862,6,-6.088,0.0701,0.137,0.015,0.316,0.699,83.005,268640,4,1
"521",0.457,0.219,8,-15.325,0.0385,0.545,0.00098,0.0681,0.62,168.55,323067,5,1
"522",0.738,0.246,2,-12.585,0.0433,0.825,0.905,0.113,0.45,107.709,185573,4,1
"523",0.641,0.14,8,-16.79,0.039,0.867,0.00166,0.105,0.388,129.318,317987,4,1
"524",0.7,0.893,1,-10.191,0.0649,0.528,0.955,0.695,0.801,140.046,163613,4,1
"525",0.435,0.627,4,-10.646,0.256,0.123,0.126,0.36,0.364,111.456,241280,1,1
"526",0.964,0.662,0,-6.84,0.217,0.0631,0.0657,0.0709,0.737,104.022,106154,4,1
"527",0.75,0.984,7,-4.933,0.078,0.295,0.373,0.163,0.767,111.002,177297,4,1
"528",0.611,0.938,0,-5.81,0.0459,0.221,0.0208,0.342,0.903,117.231,252680,4,1
"529",0.668,0.779,9,-11.089,0.0325,0.0025,0.000347,0.139,0.963,140.873,245467,4,1
"530",0.642,0.83,2,-5.903,0.0336,0.263,0.0032,0.0839,0.551,135.982,287440,4,1
"531",0.573,0.797,2,-6.84,0.0528,0.0162,0.294,0.127,0.258,104.88,187398,4,1
"532",0.193,0.966,4,-6.423,0.216,0.00157,0.293,0.783,0.158,141.534,285427,4,1
"533",0.837,0.877,1,-7.314,0.0498,0.0864,0.0141,0.0337,0.962,101.088,229627,4,1
"534",0.343,0.174,2,-14.471,0.0359,0.807,0.47,0.113,0.195,96.884,142046,4,1
"535",0.555,0.716,9,-5.802,0.0474,0.00164,0.0348,0.296,0.235,131.985,232587,4,1
"536",0.563,0.408,4,-8.972,0.0365,0.838,1.04e-05,0.108,0.234,146.908,169693,4,1
"538",0.593,0.85,7,-5.796,0.0427,0.375,0.0557,0.571,0.498,107.031,261049,4,1
"539",0.706,0.315,7,-11.846,0.0339,0.364,0.821,0.11,0.647,76.908,249099,4,1
"540",0.716,0.587,0,-8.918,0.0323,0.596,0.000133,0.0827,0.964,113.258,249227,4,1
"541",0.239,0.539,10,-10.664,0.0396,0.429,0.267,0.0761,0.493,117.381,628146,4,1
"542",0.803,0.482,6,-8.677,0.062,0.751,0.859,0.595,0.315,84.067,205794,4,1
"543",0.623,0.52,2,-7.926,0.0556,0.00478,0.84,0.0899,0.172,172.051,184000,4,1
"544",0.532,0.376,1,-13.246,0.0808,0.0399,0.934,0.109,0.525,139.942,190251,4,1
"545",0.604,0.524,7,-8.884,0.0474,0.0479,0.851,0.115,0.312,167.95,161933,4,1
"546",0.592,0.726,0,-8.718,0.0303,0.262,0.734,0.073,0.123,151.99,260000,4,1
"547",0.431,0.134,10,-17.225,0.0351,0.956,0.928,0.121,0.0933,86.03,234800,3,1
"548",0.535,0.293,0,-10.917,0.158,0.0655,0.588,0.0853,0.064,110.004,250909,4,1
"549",0.495,0.498,1,-8.601,0.245,0.194,0.806,0.35,0.196,120.001,331125,3,1
"550",0.423,0.921,7,-1.67,0.0734,5.37e-06,0.903,0.179,0.187,131.011,214351,4,1
"551",0.537,0.911,5,-3.964,0.0478,1.06e-05,0.853,0.662,0.388,120.036,256000,4,1
"552",0.772,0.212,6,-22.596,0.106,0.495,0.829,0.0937,0.116,80.01,139984,4,1
"553",0.549,0.654,0,-2.14,0.0409,0.0179,0.918,0.136,0.105,140.19,172894,4,1
"554",0.577,0.932,5,-7.322,0.0537,0.00282,0.917,0.243,0.419,127.988,281343,4,1
"555",0.296,0.764,11,-4.499,0.0315,0.011,0.0724,0.158,0.144,143.89,409000,4,1
"556",0.156,0.427,8,-13.909,0.0349,0.86,0.941,0.122,0.11,79.776,345643,4,1
"557",0.457,0.58,9,-8.132,0.096,0.415,0.305,0.335,0.038,180.051,457741,4,1
"558",0.745,0.762,1,-10.206,0.196,0.403,0.862,0.139,0.311,92.493,297474,4,1
