"","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","saved"
"12710",0.563,0.874,4,-4.963,0.0319,0.00747,0.696,0.106,0.483,130.048,293960,4,0
"12810",0.637,0.922,9,-6.843,0.0649,0.383,3.67e-05,0.0646,0.847,97.854,260000,4,0
"12910",0.401,0.778,9,-7.773,0.0437,2.42e-05,0.144,0.281,0.721,131.145,382427,4,0
"13010",0.769,0.75,10,-5.092,0.0304,0.115,0.0208,0.0909,0.942,97.229,179867,4,0
"13110",0.423,0.566,7,-8.513,0.0373,0.649,0.000668,0.268,0.815,129.249,171128,4,0
"13210",0.83,0.347,9,-15.332,0.0568,0.817,0.913,0.0949,0.88,124.334,184427,4,0
"13310",0.451,0.973,9,-2.126,0.166,0.000274,0.795,0.471,0.438,109.973,242453,4,0
"13410",0.753,0.46,10,-12.285,0.0687,0.0166,0.787,0.0918,0.38,139.447,291019,4,0
"13510",0.686,0.755,1,-8.304,0.0488,0.149,0.063,0.111,0.686,119.895,470507,4,0
"13610",0.441,0.977,1,-3.841,0.0654,0.056,2.29e-06,0.112,0.967,165.978,181307,4,0
"1376",0.743,0.858,7,-5.878,0.0683,0.234,0.105,0.435,0.788,105.453,268933,4,0
"1388",0.749,0.779,7,-5.786,0.0845,0.18,0.0993,0.0538,0.844,109.429,228173,4,0
"1394",0.846,0.409,0,-10.855,0.0345,0.202,0.00218,0.0664,0.767,86.054,298520,4,0
"14010",0.864,0.391,1,-10.568,0.058,0.612,0.477,0.105,0.537,75.004,248840,4,0
"14110",0.693,0.631,0,-5.056,0.146,0.0043,0.00297,0.0478,0.962,150.376,161227,4,0
"14210",0.434,0.413,5,-13.963,0.028,0.0271,0.902,0.109,0.45,73.062,264754,4,0
"1434",0.565,0.339,7,-11.223,0.0262,0.758,0.00297,0.0999,0.218,139.347,177427,4,0
"1441",0.485,0.841,11,-7.223,0.0537,0.00508,0.055,0.126,0.742,159.117,198827,4,0
"14510",0.429,0.119,9,-17.219,0.0611,0.762,0,0.113,0.225,211.165,304573,3,0
"14610",0.551,0.648,7,-13.088,0.0627,0.043,0.655,0.41,0.807,109.209,159013,4,0
"1473",0.688,0.816,10,-8.494,0.259,0.409,0.00311,0.338,0.743,155.936,202427,4,0
"1481",0.733,0.77,11,-5.435,0.233,0.283,0,0.11,0.816,92.639,252667,4,0
"14910",0.844,0.809,2,-7.32,0.0476,0.00202,0.759,0.0984,0.753,108.343,212467,4,0
"15010",0.701,0.457,1,-16.281,0.0501,0.575,0.463,0.407,0.967,81.953,214840,3,0
"15110",0.284,0.92,4,-3.916,0.0882,0.000284,0.121,0.118,0.33,78.12,160960,4,0
"1528",0.412,0.838,9,-1.93,0.0427,0.0023,0.00344,0.152,0.483,86.604,394400,4,0
"1531",0.611,0.361,1,-12.958,0.0285,0.797,0.622,0.0823,0.485,85.786,216600,4,0
"1541",0.623,0.633,1,-8.094,0.512,0.133,0,0.34,0.873,92.983,148827,4,0
"1551",0.581,0.455,7,-14.154,0.0319,0.154,3.95e-05,0.619,0.621,129.943,216867,4,0
"1561",0.543,0.915,9,-7.562,0.0756,0.0311,0.916,0.934,0.504,88.661,210693,4,0
"1571",0.356,0.523,7,-10.846,0.0941,0.468,0.000398,0.988,0.176,127.452,472453,4,0
"1581",0.85,0.652,8,-4.543,0.0515,0.169,0,0.178,0.965,120.032,222733,4,0
"1591",0.565,0.489,9,-10.557,0.0504,0.561,8.13e-05,0.0748,0.454,123.613,336760,4,0
"1601",0.368,0.744,2,-4.841,0.0411,0.559,0.893,0.352,0.525,142.84,228373,4,0
"1631",0.837,0.27,3,-11.712,0.0403,0.758,0.748,0.107,0.765,125.506,198120,4,0
"1641",0.688,0.716,1,-10.437,0.032,0.00905,0.732,0.0921,0.977,144.122,384907,4,0
"1651",0.476,0.905,1,-4.555,0.0375,0.0122,0.904,0.324,0.813,110.974,213627,4,0
"1661",0.526,0.833,2,-6.31,0.0769,0.069,0.681,0.0807,0.854,150.451,146988,4,0
"1671",0.635,0.696,9,-9.313,0.159,0.179,0.00537,0.0929,0.618,195.191,284369,4,0
"1681",0.51,0.81,4,-5.446,0.0412,0.0779,0.000413,0.208,0.5,114.458,356346,4,0
"1691",0.585,0.887,7,-5.761,0.0429,0.247,1.78e-05,0.487,0.68,117.39,212173,4,0
"1701",0.857,0.509,11,-10.19,0.0704,0.228,0.421,0.142,0.868,81.221,227480,4,0
"1711",0.581,0.4,2,-8.739,0.0291,0.893,0.576,0.161,0.433,112.331,237973,4,0
"1721",0.584,0.567,0,-10.583,0.0346,0.202,0.0244,0.0737,0.458,100.03,267813,4,0
"1731",0.458,0.704,8,-9.609,0.0578,0.414,0.000161,0.334,0.846,115.79,134667,4,0
"1751",0.644,0.919,11,-4.572,0.184,0.0848,0.00634,0.176,0.596,152.991,197013,4,0
"1761",0.423,0.858,1,-6.002,0.0564,0.407,0.000661,0.806,0.522,90.056,252253,4,0
"1771",0.373,0.63,7,-5.131,0.0461,0.0552,0,0.107,0.352,115.942,202200,4,0
"1781",0.603,0.94,2,-5.356,0.0908,0.0121,0.00133,0.0896,0.866,91.224,265827,4,0
"1791",0.16,0.706,6,-10.014,0.0439,3.79e-06,0.361,0.185,0.397,108.038,176001,4,0
"1801",0.627,0.796,9,-10.26,0.111,0.0776,0.00308,0.313,0.58,81.989,258133,4,0
"1811",0.484,0.742,11,-6.006,0.0667,0.0677,1.31e-06,0.344,0.394,109.111,361787,4,0
"1821",0.248,0.964,9,-3.465,0.239,0.0374,0.000145,0.0923,0.145,176.347,148867,4,0
"1831",0.527,0.505,2,-9.3,0.0256,0.0749,4.25e-06,0.283,0.443,133.566,276520,4,0
"1841",0.624,0.475,0,-11.365,0.366,0.00202,0.799,0.0985,0.436,98.928,260627,4,0
"1861",0.614,0.589,1,-8.667,0.0573,0.7,0,0.069,0.894,111.879,196467,4,0
"1871",0.539,0.937,9,-3.14,0.345,0.489,0,0.0723,0.523,85.037,356800,4,0
"1881",0.512,0.458,0,-10.623,0.0286,0.00553,0,0.22,0.594,131.836,163946,4,0
"1891",0.805,0.674,1,-7.814,0.105,0.137,0.0362,0.338,0.845,120.396,210924,4,0
"1901",0.713,0.622,5,-11.466,0.0299,0.802,0.845,0.0944,0.516,124.693,439440,4,0
"1911",0.487,0.875,9,-6.648,0.031,0.000811,0.805,0.0758,0.615,109.046,242480,4,0
"1921",0.84,0.398,10,-13.419,0.0333,0.00891,0.361,0.0921,0.466,97.979,311000,1,0
"1931",0.33,0.891,3,-7.142,0.104,0.00031,0.485,0.152,0.149,144.993,455853,4,0
"1941",0.345,0.914,7,-3.838,0.154,0.0708,0,0.258,0.458,122.743,365267,4,0
"1961",0.504,0.224,7,-15.824,0.0393,0.815,0.0872,0.0922,0.302,75.499,721600,4,0
"1971",0.568,0.952,0,-5.541,0.0353,0.000578,9.15e-05,0.142,0.715,112.809,202461,4,0
"1981",0.458,0.595,4,-6.367,0.0327,0.00633,4.58e-06,0.0827,0.355,76.967,279787,4,0
"1991",0.546,0.633,6,-6.287,0.0309,0.0366,0.000127,0.478,0.426,170.148,494573,4,0
"2001",0.751,0.442,0,-7.551,0.0313,0.0803,0.00141,0.123,0.851,98.071,161043,3,0
"2011",0.599,0.676,2,-8.213,0.0261,0.31,0.0013,0.14,0.895,112.977,296573,4,0
"2021",0.605,0.335,6,-12.098,0.0355,0.328,0.825,0.0861,0.0931,109.989,565000,4,0
"2031",0.413,0.681,0,-6.622,0.0888,0.0203,0.918,0.313,0.122,100.995,366341,4,0
"2041",0.575,0.921,6,-3.085,0.0533,0.729,0.0955,0.128,0.489,125.583,259187,4,0
"2051",0.733,0.311,2,-7.673,0.0331,0.115,0.771,0.122,0.174,128.124,217500,4,0
"2061",0.665,0.59,1,-6.831,0.0257,0.358,0.628,0.564,0.577,110.069,308680,4,0
"2071",0.529,0.884,0,-6.577,0.0333,0.0461,0.935,0.195,0.578,125.005,162000,3,0
"2081",0.533,0.676,2,-6.469,0.065,0.0832,0.000224,0.122,0.377,76.444,266093,4,0
"2091",0.158,0.83,3,-6.228,0.0572,0.000715,0.898,0.177,0.132,134.445,397547,4,0
"2101",0.35,0.801,11,-6.381,0.0335,9.04e-05,0.249,0.162,0.195,94.171,350613,4,0
"2111",0.428,0.784,4,-4.751,0.0428,0.0137,6e-04,0.193,0.404,85.249,225106,4,0
"2121",0.337,0.96,6,-4.971,0.0705,0.00133,2.39e-06,0.286,0.341,133.779,181493,4,0
"2131",0.461,0.624,10,-9.409,0.039,0.195,0.015,0.291,0.253,96.119,259554,4,0
"2141",0.663,0.711,0,-8.435,0.0322,0.272,0.0102,0.566,0.901,81.72,350747,4,0
"2151",0.468,0.58,7,-8.131,0.0278,0.34,0.821,0.0737,0.325,76.27,386760,4,0
"2161",0.4,0.477,10,-7.835,0.144,0.000461,0.815,0.354,0.58,179.12,230867,4,0
"2181",0.35,0.519,0,-12.388,0.0407,0.0385,0.000414,0.0777,0.271,183.608,238627,4,0
"2191",0.486,0.758,10,-9.914,0.0356,0.0254,0.809,0.0769,0.56,83.076,327920,4,0
"2201",0.508,0.668,2,-7.281,0.221,0.0412,0.0327,0.304,0.548,91.59,236307,4,0
"2211",0.477,0.749,5,-6.093,0.029,0.0458,0.786,0.0744,0.33,135.259,239190,4,0
"2221",0.397,0.61,9,-7.836,0.0437,0.35,0.0266,0.11,0.0549,147.838,465027,4,0
"2231",0.254,0.981,1,-4.461,0.0778,0.000133,0.703,0.0709,0.327,137.124,253067,3,0
"2241",0.646,0.839,7,-6.261,0.0472,0.538,0.00492,0.915,0.735,110.019,271520,4,0
"2251",0.483,0.651,6,-6.358,0.0345,0.377,0.0286,0.117,0.53,98.732,255960,4,0
"2261",0.696,0.913,1,-5.639,0.0394,0.00343,0.0567,0.311,0.613,118.032,315507,4,0
"2271",0.761,0.701,1,-9.402,0.0584,0.0305,0.74,0.121,0.834,80.041,323640,4,0
"2281",0.443,0.723,9,-6.814,0.0429,0.0244,0.929,0.0812,0.805,166.557,305493,4,0
"2291",0.625,0.352,1,-11.221,0.0318,0.799,9.06e-05,0.0914,0.493,73.03,188693,4,0
"2301",0.556,0.669,5,-11.8,0.0379,0.771,0.851,0.0924,0.594,100.836,541173,4,0
"2311",0.423,0.965,2,-2.011,0.166,0.0105,1.01e-05,0.234,0.719,90.564,197133,4,0
"2321",0.478,0.679,4,-9.426,0.0427,0.0158,0.342,0.078,0.233,122.206,372173,4,0
"233",0.596,0.674,4,-6.983,0.0595,0.522,1.64e-05,0.17,0.281,132.947,167707,4,0
"2341",0.636,0.918,1,-6.143,0.0448,0.00623,0.273,0.318,0.581,120.011,247218,4,0
"2351",0.7,0.635,11,-6.866,0.0714,0.00743,0.177,0.204,0.399,114.968,251773,4,0
"2361",0.721,0.59,0,-5.5,0.0325,0.0952,0.00153,0.108,0.92,103.981,418627,4,0
"2371",0.566,0.511,6,-8.826,0.0614,0.674,3.02e-06,0.221,0.258,123.311,250013,4,0
"2381",0.636,0.909,6,-5.021,0.0505,0.164,0.799,0.338,0.712,113.07,128617,4,0
"2391",0.495,0.654,11,-7.352,0.0389,0.000993,0.943,0.0547,0.503,115.505,321640,4,0
"2401",0.556,0.23,10,-13.153,0.0329,0.293,0.82,0.141,0.0557,70.012,307223,4,0
"2411",0.739,0.453,11,-11.568,0.0394,0.0731,0.891,0.253,0.398,117.011,506453,4,0
"2421",0.708,0.507,6,-12.19,0.145,0.0157,0.865,0.103,0.74,168.781,358080,4,0
"2431",0.498,0.743,2,-6.327,0.0428,0.0238,2.04e-06,0.0937,0.662,134.265,279867,5,0
"2441",0.384,0.735,5,-4.856,0.0383,0.703,0.921,0.232,0.276,133.906,256013,4,0
"2451",0.539,0.702,10,-9.198,0.0283,0.0342,0.803,0.185,0.461,121.95,203507,4,0
"2461",0.629,0.709,4,-12.17,0.0797,0.0216,0.766,0.111,0.443,156.038,372840,4,0
"2471",0.751,0.502,4,-8.689,0.129,0.113,0.331,0.108,0.938,78.012,207756,4,0
"2481",0.743,0.543,7,-11.989,0.0771,0.0201,0.0246,0.0735,0.908,92.854,739307,4,0
"2501",0.579,0.913,10,-5.932,0.0319,0.247,0.896,0.0931,0.33,112.82,326387,4,0
"2511",0.812,0.818,2,-6.814,0.0512,0.0298,0.707,0.603,0.965,119.972,308387,4,0
"2521",0.331,0.957,7,-6.101,0.0504,0.419,0,0.102,0.548,143.299,133093,4,0
"2531",0.825,0.66,9,-6.977,0.327,0.233,0,0.0919,0.699,93.914,277440,4,0
"2541",0.61,0.797,6,-7.076,0.118,0.0175,0.0307,0.086,0.949,108.021,155000,4,0
"2551",0.385,0.511,9,-13.104,0.0403,0.0194,0.272,0.213,0.415,134.729,177640,4,0
"2561",0.783,0.745,4,-11.5,0.0839,0.00237,0.17,0.102,0.888,133.193,509539,4,0
"2571",0.285,0.438,7,-12.2,0.0367,0.000115,0.706,0.116,0.133,129.155,213667,4,0
"2581",0.469,0.491,0,-8.134,0.0284,0.684,0.91,0.0938,0.719,125.386,337533,4,0
"2591",0.315,0.579,7,-7.029,0.0328,0.563,0.372,0.0735,0.0717,92.715,260680,4,0
"260",0.678,0.464,6,-10.469,0.051,0.929,0.00347,0.0975,0.391,93.062,211250,4,0
"2611",0.595,0.57,0,-8.8,0.0264,0.579,1e-04,0.0907,0.646,129.083,431907,4,0
"2621",0.44,0.808,11,-6.849,0.0362,0.229,0.000716,0.112,0.536,144.885,208581,4,0
"2631",0.377,0.685,0,-6.592,0.186,0.113,0.251,0.766,0.445,117.414,451800,4,0
"2651",0.535,0.296,2,-10.723,0.0401,0.742,0.872,0.382,0.0918,100.501,120866,4,0
"2681",0.36,0.799,0,-8.084,0.0656,0.000431,0.628,0.106,0.399,130.775,347303,3,0
"2701",0.656,0.784,7,-6.389,0.0354,0.0338,0.233,0.175,0.802,108.245,271952,4,0
"2711",0.595,0.549,4,-10.41,0.0339,2.24e-05,0.835,0.274,0.134,122.199,224094,4,0
"2721",0.571,0.949,11,-5.43,0.0858,0.028,0.0459,0.405,0.571,128.002,282640,4,0
"2731",0.654,0.742,4,-8.002,0.0309,0.222,0.814,0.0577,0.881,102.045,377560,4,0
"2751",0.152,0.368,10,-15.169,0.0568,0.716,0.433,0.122,0.0448,66.54,1078240,4,0
"2761",0.743,0.776,5,-3.262,0.0341,0.0269,3e-04,0.553,0.871,137.033,232090,4,0
"2781",0.689,0.801,0,-5.722,0.111,0.102,0.000129,0.701,0.642,93.073,271400,4,0
"2791",0.308,0.771,7,-6.372,0.0631,0.0244,0.00109,0.252,0.159,83.77,336347,3,0
"2801",0.731,0.674,10,-8.281,0.0447,0.0501,0.869,0.176,0.765,120.015,318015,4,0
"2811",0.743,0.552,7,-12.207,0.0298,0.574,0.000963,0.12,0.851,107.758,207560,4,0
"2821",0.25,0.859,7,-7.013,0.0479,1.54e-05,0.664,0.26,0.449,119.922,719917,4,0
"2841",0.443,0.415,9,-8.808,0.0294,0.00464,0.00123,0.125,0.239,122.522,335933,4,0
"2851",0.612,0.942,7,-4.549,0.0568,0.016,0,0.137,0.807,106.57,209347,4,0
"2861",0.671,0.742,1,-5.271,0.0333,0.00287,0.00418,0.232,0.693,117.956,258133,4,0
"2871",0.703,0.777,10,-12.18,0.0512,0.246,0.909,0.115,0.337,133.327,380507,4,0
"2881",0.437,0.831,8,-4.784,0.0586,0.00502,0.457,0.195,0.377,167.79,300093,4,0
"2891",0.572,0.745,5,-8.208,0.0521,0.0535,0.043,0.317,0.718,186.006,405867,4,0
"2901",0.491,0.382,4,-14.021,0.0724,0.408,0.0128,0.156,0.251,142.555,392107,3,0
"2911",0.715,0.2,9,-14.501,0.048,0.978,0.939,0.108,0.546,100.907,200467,4,0
"2921",0.527,0.218,4,-10.238,0.0257,0.672,0.0291,0.0907,0.176,87.618,249587,4,0
"2931",0.352,0.646,3,-12.987,0.0461,0.255,0.815,0.0847,0.591,171.572,306062,4,0
"2941",0.65,0.864,10,-5.054,0.0446,0.622,0.598,0.178,0.732,109.999,289573,4,0
"2961",0.546,0.931,7,-5.624,0.0344,0.598,0.423,0.776,0.766,157.03,270054,4,0
"2971",0.661,0.681,11,-9.914,0.0508,0.0875,0.0927,0.292,0.947,93.037,178973,4,0
"298",0.209,0.95,11,-5.543,0.0974,0.00087,0.0364,0.105,0.311,119.353,848347,4,0
"2991",0.651,0.643,7,-6.614,0.0282,0.151,0.0366,0.267,0.607,90.203,231302,4,0
"3001",0.769,0.729,2,-5.879,0.309,0.193,0.000151,0.0727,0.645,105.351,127150,4,0
"3011",0.353,0.475,11,-8.729,0.0429,0.0509,0.291,0.0961,0.182,99.04,241546,4,0
"3021",0.679,0.414,9,-11.028,0.0895,0.239,0.000583,0.134,0.587,169.968,198000,4,0
"303",0.549,0.566,10,-9.545,0.0427,0.617,0.814,0.0762,0.122,109.529,334040,4,0
"3041",0.449,0.416,0,-5.571,0.0608,0.01,0.122,0.0778,0.103,140.804,191425,3,0
"3061",0.612,0.77,7,-10.304,0.0353,0.0542,0.0135,0.608,0.691,107.021,259067,4,0
"3081",0.608,0.782,4,-8.726,0.0254,0.000161,0.777,0.227,0.729,102.334,284680,4,0
"3091",0.395,0.704,5,-8.485,0.0405,0.246,0.392,0.101,0.345,136.199,214068,4,0
"3101",0.58,0.725,0,-5.008,0.101,0.0172,4.39e-06,0.102,0.434,143.91,256627,4,0
"3111",0.656,0.949,0,-7.295,0.0507,0.00199,0.875,0.349,0.948,146.002,232983,4,0
"3121",0.848,0.392,10,-7.005,0.192,0.703,0.00318,0.0712,0.24,104.874,286227,4,0
"3131",0.452,0.395,1,-9.748,0.028,0.578,0.187,0.109,0.113,123.315,320533,4,0
"3141",0.497,0.317,8,-15.774,0.0332,0.828,0.881,0.107,0.17,127.204,415440,5,0
"3151",0.651,0.821,9,-3.951,0.0286,0.125,0.0219,0.315,0.829,127.496,404985,4,0
"3161",0.471,0.448,7,-9.872,0.0267,0.42,0.000331,0.146,0.376,97.258,129427,3,0
"3171",0.641,0.494,4,-9.663,0.127,0.048,0.84,0.0719,0.608,161.627,190307,4,0
"3181",0.548,0.522,5,-9.05,0.0304,0.27,0.805,0.121,0.576,117.934,187627,4,0
"3191",0.49,0.471,1,-15.886,0.0457,0.461,0.919,0.114,0.325,131.325,352707,4,0
"3201",0.578,0.76,0,-5.865,0.0441,7.88e-05,0.015,0.0538,0.575,136.059,367307,4,0
"3211",0.372,0.45,1,-7.234,0.0344,0.588,1.15e-06,0.27,0.34,119.096,292667,4,0
"3221",0.502,0.765,4,-9.527,0.0321,0.00188,0.675,0.356,0.0914,95.009,259855,4,0
"3231",0.803,0.623,10,-9.651,0.143,0.0164,0.707,0.0442,0.732,102.037,292093,4,0
"3241",0.608,0.395,6,-11.779,0.0923,0.604,0.0583,0.105,0.339,95.912,402280,4,0
"3251",0.505,0.646,0,-15.064,0.0363,0.2,3.15e-06,0.252,0.462,202.36,142480,4,0
"3261",0.512,0.807,9,-4.629,0.324,0.0926,0,0.682,0.497,95.771,254666,4,0
"3271",0.573,0.67,8,-11.437,0.0331,0.52,0.806,0.321,0.159,96.991,283057,4,0
"3281",0.794,0.65,0,-8.127,0.114,0.275,0.0574,0.0612,0.784,100.067,195120,4,0
"3291",0.73,0.994,2,-0.357,0.0371,0.707,0.871,0.261,0.966,139.997,259970,4,0
"3301",0.255,0.939,0,-3.747,0.0918,8.78e-05,0.54,0.237,0.384,136.44,265747,5,0
"3311",0.559,0.899,0,-4.75,0.0406,0.0772,0.519,0.238,0.578,88.559,263400,4,0
"3321",0.594,0.841,0,-8.74,0.0321,0.101,0.923,0.0749,0.757,190.092,250105,4,0
"333",0.671,0.523,2,-7.782,0.0288,0.356,0.867,0.117,0.445,119.085,265333,4,0
"334",0.601,0.813,9,-7.961,0.0328,0.177,0.0766,0.334,0.185,101.587,360097,4,0
"3351",0.721,0.844,6,-5.935,0.0567,0.0855,0.8,0.0776,0.616,148.044,149920,4,0
"3361",0.573,0.536,5,-9.739,0.0337,0.0165,0.116,0.111,0.159,158.007,269400,4,0
"3371",0.595,0.759,1,-9.176,0.0361,0.0552,0.404,0.63,0.561,130.053,180507,4,0
"3391",0.544,0.837,0,-6.158,0.0411,0.00379,0.3,0.139,0.713,104.016,227470,4,0
"3401",0.859,0.559,0,-16.169,0.0487,0.084,0.00081,0.0547,0.946,102.081,254533,4,0
"3411",0.356,0.903,2,-5.38,0.0625,3.75e-05,0.849,0.0898,0.205,129.765,231653,4,0
"3421",0.437,0.927,7,-7.246,0.449,0.037,0.0137,0.166,0.598,80.878,153391,4,0
"3431",0.426,0.974,2,-4.878,0.105,0.000425,0.25,0.0854,0.295,167.079,383027,4,0
"3441",0.939,0.653,2,-8.468,0.0903,0.046,0.277,0.0336,0.799,119.992,192000,4,0
"3451",0.396,0.588,5,-5.651,0.178,0.775,0.00149,0.1,0.188,73.962,312400,4,0
"3461",0.21,0.416,2,-12.614,0.0377,0.00382,0.00616,0.151,0.187,74.041,489413,4,0
"3471",0.584,0.529,10,-10.79,0.0391,0.383,0.693,0.109,0.518,134.012,298798,4,0
"3481",0.697,0.662,1,-9.824,0.173,0.0588,0.688,0.315,0.378,86.991,181149,4,0
"3491",0.829,0.459,8,-8.939,0.127,0.262,0.316,0.114,0.383,90.613,214080,4,0
"3501",0.498,0.346,4,-10.989,0.0468,0.687,0.235,0.0932,0.406,82.852,201777,4,0
"3511",0.223,0.843,11,-7.694,0.0488,0.124,0.872,0.0908,0.272,98.124,150933,4,0
"3521",0.5,0.77,2,-7.75,0.0439,0.0456,0.793,0.144,0.498,94.999,293413,4,0
"3531",0.593,0.459,9,-15.238,0.042,0.223,0.138,0.135,0.911,100.976,170388,4,0
"3541",0.456,0.964,0,-3.79,0.23,0.0101,0.0167,0.216,0.342,125.996,356800,4,0
"3551",0.549,0.315,4,-16.231,0.0307,0.398,0.604,0.102,0.384,137.551,213160,4,0
"3561",0.612,0.873,11,-5.037,0.0896,0.0687,0.852,0.083,0.812,179.984,219253,4,0
"3571",0.272,0.597,4,-7.819,0.032,0.02,0.00024,0.237,0.331,146.739,289293,4,0
"3591",0.885,0.608,11,-10.809,0.169,0.386,0.0118,0.319,0.707,95.748,234627,4,0
"3601",0.321,0.662,5,-10.374,0.0349,0.00352,0.503,0.105,0.199,117.853,384867,4,0
"3611",0.156,0.792,6,-5.954,0.0468,0.475,0.64,0.0647,0.266,177.012,354413,4,0
"3631",0.309,0.739,4,-9.314,0.0864,0.062,0.771,0.702,0.212,83.499,393063,4,0
"3641",0.769,0.613,1,-6.059,0.205,0.0437,0.00286,0.0508,0.502,81.96,299320,4,0
"3651",0.542,0.564,7,-7.716,0.151,0.0214,0.945,0.0968,0.568,138.638,232765,4,0
"3661",0.426,0.59,7,-6.084,0.0468,0.0416,0.00205,0.118,0.289,78.398,579080,4,0
"3671",0.436,0.651,0,-6.938,0.03,0.049,0.0592,0.21,0.14,82.164,194160,4,0
"3681",0.497,0.966,4,-4.335,0.0714,0.00314,0.145,0.475,0.362,78.579,257360,4,0
"3691",0.669,0.979,10,-7.218,0.0361,0.0596,0.896,0.0861,0.827,128.399,170040,4,0
"3701",0.503,0.574,5,-15.687,0.0645,0.804,0.00825,0.319,0.596,92.584,587151,4,0
"3711",0.428,0.525,9,-8.035,0.205,0.14,7.34e-05,0.602,0.578,171.78,146853,4,0
"3721",0.279,0.964,11,-6.86,0.147,4.44e-06,0.871,0.245,0.324,187.652,168840,4,0
"3731",0.707,0.384,7,-12.552,0.0374,0.722,1.58e-05,0.105,0.644,107.458,194027,4,0
"3741",0.447,0.909,4,-1.936,0.0702,0.0154,0,0.151,0.64,91.777,202200,4,0
"3751",0.526,0.574,10,-9.268,0.0432,0.0609,0.465,0.111,0.51,156.632,639600,4,0
"3761",0.681,0.634,9,-11.831,0.0436,0.711,0.181,0.132,0.819,84.03,127650,4,0
"3771",0.331,0.839,7,-6.939,0.0321,0.000781,0.755,0.112,0.33,142.695,294427,4,0
"3781",0.477,0.833,7,-8.271,0.0315,0.00226,0.848,0.171,0.555,169.968,279773,4,0
"3791",0.344,0.491,9,-9.278,0.0362,0.0836,0.776,0.127,0.101,150.154,407480,4,0
"3801",0.545,0.644,6,-8.111,0.415,0.137,0.000402,0.185,0.614,176.176,289347,4,0
"3811",0.541,0.334,2,-10.788,0.0282,0.593,0.131,0.112,0.429,131.385,408285,4,0
"382",0.799,0.271,1,-12.604,0.0305,0.941,0.129,0.145,0.254,106.021,434827,4,0
"3831",0.709,0.837,7,-7.273,0.0779,0.101,0.511,0.114,0.502,125.485,274720,4,0
"3841",0.565,0.503,9,-8.738,0.0255,0.0277,0.178,0.123,0.806,181.017,308933,4,0
"3851",0.507,0.594,8,-8.358,0.0295,0.0356,0.247,0.101,0.707,171.937,222467,4,0
"3861",0.429,0.337,10,-11.233,0.0432,0.795,0.00352,0.0727,0.215,138.755,622973,4,0
"3871",0.247,0.916,11,-7.729,0.0621,0.0731,0.844,0.104,0.362,171.406,193797,4,0
"3881",0.427,0.901,5,-5.528,0.128,0.4,0.00817,0.139,0.63,98.182,143880,3,0
"3891",0.583,0.703,0,-8.345,0.0392,0.063,0.614,0.0556,0.93,96.55,354427,4,0
"3901",0.432,0.458,0,-9.723,0.0399,0.23,0.719,0.111,0.232,152.572,257213,3,0
"3911",0.594,0.513,7,-8.391,0.0372,0.595,0.00134,0.113,0.569,139.911,204893,4,0
"3921",0.382,0.804,9,-8.332,0.0468,0.00951,0.48,0.16,0.417,110.477,296080,4,0
"3931",0.706,0.643,2,-9.357,0.0859,0.00978,0.00955,0.103,0.778,160.026,362413,4,0
"3941",0.307,0.481,5,-13.651,0.0423,0.102,0.906,0.579,0.208,144.306,288933,4,0
"395",0.673,0.433,11,-8.053,0.0436,0.485,0.54,0.106,0.222,116.11,313027,5,0
"3961",0.351,0.604,1,-8.66,0.029,0.228,0.000524,0.157,0.505,139.376,261240,4,0
"3971",0.327,0.881,8,-7.981,0.047,0.00279,0.788,0.224,0.221,100.922,385360,4,0
"3991",0.44,0.962,0,-5.013,0.111,0.000924,0.618,0.122,0.955,115.949,201547,4,0
"4001",0.587,0.669,5,-10.427,0.0519,0.251,0.831,0.0512,0.0366,173.849,216240,4,0
"4011",0.374,0.712,10,-8.551,0.322,0.149,0.00208,0.676,0.635,200.474,214811,5,0
"4021",0.777,0.856,2,-5.493,0.0646,0.145,0.0116,0.19,0.776,108.197,137934,4,0
"4041",0.437,0.804,11,-5.7,0.0338,0.589,0.711,0.314,0.961,151.749,135979,4,0
"4051",0.737,0.606,10,-6.65,0.0303,0.00471,0.048,0.142,0.357,108.993,230280,4,0
"4061",0.25,0.611,1,-7.801,0.0391,0.0285,0.731,0.13,0.177,76.021,139038,4,0
"4081",0.474,0.837,5,-6.503,0.0514,0.127,0.0197,0.169,0.241,165.844,271822,4,0
"4101",0.52,0.828,7,-7.412,0.0409,0.0319,5.98e-06,0.121,0.777,176.622,251107,3,0
"4111",0.532,0.446,9,-11.572,0.0334,0.424,0.000701,0.0766,0.47,139.459,161199,4,0
"4121",0.614,0.671,4,-8.029,0.147,0.136,0.000114,0.17,0.214,143.099,315565,4,0
"4131",0.414,0.83,9,-7.608,0.0622,0.0652,0.00852,0.0829,0.694,129.314,337587,4,0
"4141",0.725,0.889,4,-6.933,0.289,0.154,1.69e-06,0.0988,0.628,151.972,172677,4,0
"4161",0.639,0.356,3,-12.136,0.0486,0.099,0.00186,0.163,0.443,114.393,210286,4,0
"4181",0.583,0.877,8,-4.483,0.0362,0.000967,0.833,0.0703,0.63,120.069,279013,4,0
"4191",0.329,0.456,7,-7.83,0.0329,0.392,0.000337,0.201,0.185,100.682,404440,3,0
