danceability, energy, key, loudness, mode, speechiness, acousticness, instrumentalness, liveness, valence, tempo, type, id, uri, track_href, analysis_url, duration_ms, time_signature
0.359, 0.835, 0, -7.825, 0, 0.134, 0.113, 1.68e-06, 0.428, 0.545, 184.638, audio_features, 0Z98TIWD7aZixdFxNZvO9L, spotify:track:0Z98TIWD7aZixdFxNZvO9L, https://api.spotify.com/v1/tracks/0Z98TIWD7aZixdFxNZvO9L, https://api.spotify.com/v1/audio-analysis/0Z98TIWD7aZixdFxNZvO9L, 280880, 4
0.57, 0.635, 10, -10.231, 1, 0.0482, 0.00459, 0.176, 0.0901, 0.196, 108.431, audio_features, 2Vim06YsRb4uJRpbeq6NR6, spotify:track:2Vim06YsRb4uJRpbeq6NR6, https://api.spotify.com/v1/tracks/2Vim06YsRb4uJRpbeq6NR6, https://api.spotify.com/v1/audio-analysis/2Vim06YsRb4uJRpbeq6NR6, 266840, 4
0.753, 0.723, 7, -7.312, 1, 0.0606, 0.531, 0.044, 0.0795, 0.961, 129.323, audio_features, 1htfXBi6akI5IHPt6gBvdu, spotify:track:1htfXBi6akI5IHPt6gBvdu, https://api.spotify.com/v1/tracks/1htfXBi6akI5IHPt6gBvdu, https://api.spotify.com/v1/audio-analysis/1htfXBi6akI5IHPt6gBvdu, 498358, 4
0.467, 0.354, 6, -10.752, 0, 0.0417, 0.0773, 0.12, 0.124, 0.231, 164.334, audio_features, 2iN3sND7JNguttGbuyr8pe, spotify:track:2iN3sND7JNguttGbuyr8pe, https://api.spotify.com/v1/tracks/2iN3sND7JNguttGbuyr8pe, https://api.spotify.com/v1/audio-analysis/2iN3sND7JNguttGbuyr8pe, 186200, 3
0.537, 0.847, 2, -8.257, 0, 0.037, 0.214, 0.00313, 0.131, 0.715, 102.625, audio_features, 1Wx0DSj7N0NJQAW4yzOIFv, spotify:track:1Wx0DSj7N0NJQAW4yzOIFv, https://api.spotify.com/v1/tracks/1Wx0DSj7N0NJQAW4yzOIFv, https://api.spotify.com/v1/audio-analysis/1Wx0DSj7N0NJQAW4yzOIFv, 323907, 4
0.429, 0.893, 2, -4.661, 1, 0.034, 0.0471, 0, 0.141, 0.952, 152.816, audio_features, 4ZsI6OEPE9l58CnsMobRs8, spotify:track:4ZsI6OEPE9l58CnsMobRs8, https://api.spotify.com/v1/tracks/4ZsI6OEPE9l58CnsMobRs8, https://api.spotify.com/v1/audio-analysis/4ZsI6OEPE9l58CnsMobRs8, 197680, 4
0.397, 0.915, 2, -5.573, 1, 0.0539, 0.0412, 0.0641, 0.348, 0.719, 81.044, audio_features, 24Jq9wfHPh7LpZ8uYPTpqw, spotify:track:24Jq9wfHPh7LpZ8uYPTpqw, https://api.spotify.com/v1/tracks/24Jq9wfHPh7LpZ8uYPTpqw, https://api.spotify.com/v1/audio-analysis/24Jq9wfHPh7LpZ8uYPTpqw, 326807, 4
0.51, 0.508, 6, -10.358, 1, 0.117, 0.412, 0.729, 0.121, 0.247, 178.23, audio_features, 3WJQDJH2MqZFJO0oknVHTf, spotify:track:3WJQDJH2MqZFJO0oknVHTf, https://api.spotify.com/v1/tracks/3WJQDJH2MqZFJO0oknVHTf, https://api.spotify.com/v1/audio-analysis/3WJQDJH2MqZFJO0oknVHTf, 309188, 4
0.404, 0.938, 1, -4.108, 1, 0.0669, 0.00433, 0.00234, 0.291, 0.48, 175.995, audio_features, 0uTL9B6fuafXbArfNStT4n, spotify:track:0uTL9B6fuafXbArfNStT4n, https://api.spotify.com/v1/tracks/0uTL9B6fuafXbArfNStT4n, https://api.spotify.com/v1/audio-analysis/0uTL9B6fuafXbArfNStT4n, 133027, 4
0.268, 0.564, 9, -8.618, 1, 0.0328, 0.392, 0.000592, 0.11, 0.25, 167.915, audio_features, 2wHiHdDWkbZ0vp6C4L8DB9, spotify:track:2wHiHdDWkbZ0vp6C4L8DB9, https://api.spotify.com/v1/tracks/2wHiHdDWkbZ0vp6C4L8DB9, https://api.spotify.com/v1/audio-analysis/2wHiHdDWkbZ0vp6C4L8DB9, 243387, 4
0.432, 0.642, 1, -7.069, 0, 0.0342, 0.177, 0.0277, 0.0936, 0.422, 165.534, audio_features, 681TtmHlM7MAh60fzskBUZ, spotify:track:681TtmHlM7MAh60fzskBUZ, https://api.spotify.com/v1/tracks/681TtmHlM7MAh60fzskBUZ, https://api.spotify.com/v1/audio-analysis/681TtmHlM7MAh60fzskBUZ, 265347, 4
0.547, 0.757, 6, -2.479, 0, 0.0362, 0.000577, 0.197, 0.0789, 0.335, 112.919, audio_features, 2MivJKBsf8Urhe3T9p4GVx, spotify:track:2MivJKBsf8Urhe3T9p4GVx, https://api.spotify.com/v1/tracks/2MivJKBsf8Urhe3T9p4GVx, https://api.spotify.com/v1/audio-analysis/2MivJKBsf8Urhe3T9p4GVx, 327489, 4
0.553, 0.934, 8, -9.58, 1, 0.0548, 0.114, 0.825, 0.575, 0.711, 138.682, audio_features, 5ijuRqUtZX9OGRL0eGPYpn, spotify:track:5ijuRqUtZX9OGRL0eGPYpn, https://api.spotify.com/v1/tracks/5ijuRqUtZX9OGRL0eGPYpn, https://api.spotify.com/v1/audio-analysis/5ijuRqUtZX9OGRL0eGPYpn, 361933, 4
0.232, 0.909, 2, -6.236, 1, 0.0746, 0.0259, 0.0837, 0.428, 0.238, 86.736, audio_features, 6KOCODclHOSzYRLhsUwez1, spotify:track:6KOCODclHOSzYRLhsUwez1, https://api.spotify.com/v1/tracks/6KOCODclHOSzYRLhsUwez1, https://api.spotify.com/v1/audio-analysis/6KOCODclHOSzYRLhsUwez1, 399340, 4
0.518, 0.802, 0, -7.316, 1, 0.0363, 0.317, 0.000428, 0.261, 0.65, 121.96, audio_features, 2SC0OwSqBMfVs9ZqUd3tZk, spotify:track:2SC0OwSqBMfVs9ZqUd3tZk, https://api.spotify.com/v1/tracks/2SC0OwSqBMfVs9ZqUd3tZk, https://api.spotify.com/v1/audio-analysis/2SC0OwSqBMfVs9ZqUd3tZk, 310573, 4
0.645, 0.437, 2, -6.896, 1, 0.041, 0.78, 2.37e-05, 0.119, 0.799, 167.769, audio_features, 37XiVQnpNmL7iOa0mRKLq7, spotify:track:37XiVQnpNmL7iOa0mRKLq7, https://api.spotify.com/v1/tracks/37XiVQnpNmL7iOa0mRKLq7, https://api.spotify.com/v1/audio-analysis/37XiVQnpNmL7iOa0mRKLq7, 191920, 4
0.77, 0.873, 2, -5.76, 1, 0.042, 0.0134, 0.716, 0.165, 0.74, 125.826, audio_features, 06XPGuotPcqL3V7gzcO9u1, spotify:track:06XPGuotPcqL3V7gzcO9u1, https://api.spotify.com/v1/tracks/06XPGuotPcqL3V7gzcO9u1, https://api.spotify.com/v1/audio-analysis/06XPGuotPcqL3V7gzcO9u1, 424240, 4
0.473, 0.67, 8, -7.756, 1, 0.0353, 0.446, 3.15e-06, 0.0957, 0.808, 152.484, audio_features, 1dZHIbmuBDAwXfQOM4dyM3, spotify:track:1dZHIbmuBDAwXfQOM4dyM3, https://api.spotify.com/v1/tracks/1dZHIbmuBDAwXfQOM4dyM3, https://api.spotify.com/v1/audio-analysis/1dZHIbmuBDAwXfQOM4dyM3, 625293, 4
0.614, 0.694, 7, -4.743, 0, 0.0337, 0.401, 1.38e-06, 0.235, 0.8, 137.088, audio_features, 71KvnJWtIVW93D0EtvxqMC, spotify:track:71KvnJWtIVW93D0EtvxqMC, https://api.spotify.com/v1/tracks/71KvnJWtIVW93D0EtvxqMC, https://api.spotify.com/v1/audio-analysis/71KvnJWtIVW93D0EtvxqMC, 158733, 4
0.791, 0.824, 0, -5.4, 1, 0.0377, 0.248, 0, 0.309, 0.802, 133.035, audio_features, 5EOHQLk3GjDhhs4gVF31H6, spotify:track:5EOHQLk3GjDhhs4gVF31H6, https://api.spotify.com/v1/tracks/5EOHQLk3GjDhhs4gVF31H6, https://api.spotify.com/v1/audio-analysis/5EOHQLk3GjDhhs4gVF31H6, 180000, 4
0.659, 0.678, 0, -8.18, 1, 0.0313, 0.157, 6.69e-06, 0.0784, 0.647, 106.186, audio_features, 2DnJjbjNTV9Nd5NOa1KGba, spotify:track:2DnJjbjNTV9Nd5NOa1KGba, https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba, https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba, 258411, 4
0.545, 0.67, 9, -8.81, 1, 0.0496, 0.009, 0.000822, 0.0451, 0.481, 151.553, audio_features, 5e9TFTbltYBg2xThimr0rU, spotify:track:5e9TFTbltYBg2xThimr0rU, https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU, https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU, 270213, 4
0.315, 0.602, 4, -8.02, 0, 0.0401, 0.0311, 0.0381, 0.325, 0.184, 78.738, audio_features, 6cqcORKkxjI4AGR4MzARcA, spotify:track:6cqcORKkxjI4AGR4MzARcA, https://api.spotify.com/v1/tracks/6cqcORKkxjI4AGR4MzARcA, https://api.spotify.com/v1/audio-analysis/6cqcORKkxjI4AGR4MzARcA, 527667, 4
0.235, 0.977, 6, 0.878, 1, 0.107, 0.00353, 0.00604, 0.172, 0.241, 152.952, audio_features, 00sydAz6PeOxYzwG1dRIPi, spotify:track:00sydAz6PeOxYzwG1dRIPi, https://api.spotify.com/v1/tracks/00sydAz6PeOxYzwG1dRIPi, https://api.spotify.com/v1/audio-analysis/00sydAz6PeOxYzwG1dRIPi, 208133, 4
0.378, 0.951, 3, 0.45, 0, 0.0566, 0.00329, 0.419, 0.135, 0.249, 132.06, audio_features, 77bHrxVX3E2SWopfaoWrTw, spotify:track:77bHrxVX3E2SWopfaoWrTw, https://api.spotify.com/v1/tracks/77bHrxVX3E2SWopfaoWrTw, https://api.spotify.com/v1/audio-analysis/77bHrxVX3E2SWopfaoWrTw, 213093, 4
0.437, 0.837, 9, -8.949, 1, 0.0375, 0.00216, 0.4, 0.0682, 0.453, 125.012, audio_features, 24hghyOlo1dTQ9sv2wufpk, spotify:track:24hghyOlo1dTQ9sv2wufpk, https://api.spotify.com/v1/tracks/24hghyOlo1dTQ9sv2wufpk, https://api.spotify.com/v1/audio-analysis/24hghyOlo1dTQ9sv2wufpk, 260000, 4
0.57, 0.505, 11, -8.149, 0, 0.0254, 0.592, 0.942, 0.172, 0.102, 96.774, audio_features, 1LjDVV9sjJvvqE4ropBTSt, spotify:track:1LjDVV9sjJvvqE4ropBTSt, https://api.spotify.com/v1/tracks/1LjDVV9sjJvvqE4ropBTSt, https://api.spotify.com/v1/audio-analysis/1LjDVV9sjJvvqE4ropBTSt, 173827, 4
0.469, 0.811, 7, -6.79, 1, 0.0368, 0.0482, 0.39, 0.781, 0.155, 114.973, audio_features, 5mA8FkK1dwLjjxAFiDf86M, spotify:track:5mA8FkK1dwLjjxAFiDf86M, https://api.spotify.com/v1/tracks/5mA8FkK1dwLjjxAFiDf86M, https://api.spotify.com/v1/audio-analysis/5mA8FkK1dwLjjxAFiDf86M, 488747, 4
0.391, 0.68, 2, -12.042, 1, 0.0404, 0.0655, 0.748, 0.157, 0.8, 185.045, audio_features, 08JnzFfXzjSvxC63J2gcId, spotify:track:08JnzFfXzjSvxC63J2gcId, https://api.spotify.com/v1/tracks/08JnzFfXzjSvxC63J2gcId, https://api.spotify.com/v1/audio-analysis/08JnzFfXzjSvxC63J2gcId, 189667, 4
0.527, 0.636, 5, -12.888, 0, 0.0347, 0.0599, 0.843, 0.204, 0.607, 83.101, audio_features, 18kX8sPoqshqv0GtEOziTx, spotify:track:18kX8sPoqshqv0GtEOziTx, https://api.spotify.com/v1/tracks/18kX8sPoqshqv0GtEOziTx, https://api.spotify.com/v1/audio-analysis/18kX8sPoqshqv0GtEOziTx, 334467, 4
0.473, 0.796, 9, -4.541, 1, 0.0567, 0.272, 0.183, 0.36, 0.587, 102.632, audio_features, 6cXDv1dgNfooKt3rnPvDnX, spotify:track:6cXDv1dgNfooKt3rnPvDnX, https://api.spotify.com/v1/tracks/6cXDv1dgNfooKt3rnPvDnX, https://api.spotify.com/v1/audio-analysis/6cXDv1dgNfooKt3rnPvDnX, 165400, 1
0.417, 0.881, 0, -4.391, 1, 0.18, 0.0175, 0.00572, 0.103, 0.469, 175.001, audio_features, 09QlsjM1ioEsJKMP6gJ583, spotify:track:09QlsjM1ioEsJKMP6gJ583, https://api.spotify.com/v1/tracks/09QlsjM1ioEsJKMP6gJ583, https://api.spotify.com/v1/audio-analysis/09QlsjM1ioEsJKMP6gJ583, 205158, 4
0.51, 0.31, 2, -13.647, 0, 0.0291, 0.695, 0, 0.128, 0.292, 90.074, audio_features, 0yLfXULLuRtVj2L4DIrwO7, spotify:track:0yLfXULLuRtVj2L4DIrwO7, https://api.spotify.com/v1/tracks/0yLfXULLuRtVj2L4DIrwO7, https://api.spotify.com/v1/audio-analysis/0yLfXULLuRtVj2L4DIrwO7, 177547, 4
0.651, 0.859, 2, -9.959, 1, 0.0439, 0.0275, 0.267, 0.126, 0.63, 113.51, audio_features, 1A7Nb5XVAJzXmbkk5S59t3, spotify:track:1A7Nb5XVAJzXmbkk5S59t3, https://api.spotify.com/v1/tracks/1A7Nb5XVAJzXmbkk5S59t3, https://api.spotify.com/v1/audio-analysis/1A7Nb5XVAJzXmbkk5S59t3, 296613, 4
0.172, 0.485, 6, -7.623, 0, 0.0486, 0.00447, 0.0741, 0.702, 0.438, 121.036, audio_features, 5sCFnWkZzZ4peYH6whTx3M, spotify:track:5sCFnWkZzZ4peYH6whTx3M, https://api.spotify.com/v1/tracks/5sCFnWkZzZ4peYH6whTx3M, https://api.spotify.com/v1/audio-analysis/5sCFnWkZzZ4peYH6whTx3M, 728173, 4
0.405, 0.84, 8, -8.168, 1, 0.0334, 0.0593, 0, 0.106, 0.789, 169.596, audio_features, 5qWSWfdX6NciFEyn3Y2723, spotify:track:5qWSWfdX6NciFEyn3Y2723, https://api.spotify.com/v1/tracks/5qWSWfdX6NciFEyn3Y2723, https://api.spotify.com/v1/audio-analysis/5qWSWfdX6NciFEyn3Y2723, 278680, 4
0.779, 0.465, 9, -16.555, 0, 0.191, 0.367, 0.857, 0.107, 0.0373, 104.998, audio_features, 5isHndEunT9J7bv4Mz9jgs, spotify:track:5isHndEunT9J7bv4Mz9jgs, https://api.spotify.com/v1/tracks/5isHndEunT9J7bv4Mz9jgs, https://api.spotify.com/v1/audio-analysis/5isHndEunT9J7bv4Mz9jgs, 289714, 4
0.491, 0.603, 2, -10.765, 1, 0.0378, 0.621, 0.113, 0.133, 0.563, 127.742, audio_features, 1z1ePyeyeG9Bs6GbTolA07, spotify:track:1z1ePyeyeG9Bs6GbTolA07, https://api.spotify.com/v1/tracks/1z1ePyeyeG9Bs6GbTolA07, https://api.spotify.com/v1/audio-analysis/1z1ePyeyeG9Bs6GbTolA07, 167653, 4
0.462, 0.974, 7, -4.604, 1, 0.0776, 0.127, 0.536, 0.148, 0.555, 96.294, audio_features, 3Ou0VoPCSdmOR4qfjZhrtc, spotify:track:3Ou0VoPCSdmOR4qfjZhrtc, https://api.spotify.com/v1/tracks/3Ou0VoPCSdmOR4qfjZhrtc, https://api.spotify.com/v1/audio-analysis/3Ou0VoPCSdmOR4qfjZhrtc, 442653, 4
0.572, 0.783, 7, -8.269, 1, 0.085, 0.0144, 0.00226, 0.0982, 0.622, 78.825, audio_features, 3QUwIPmabzxWY1m9INsHxA, spotify:track:3QUwIPmabzxWY1m9INsHxA, https://api.spotify.com/v1/tracks/3QUwIPmabzxWY1m9INsHxA, https://api.spotify.com/v1/audio-analysis/3QUwIPmabzxWY1m9INsHxA, 224973, 4
0.794, 0.687, 7, -5.028, 0, 0.0746, 0.0395, 0.4, 0.115, 0.787, 100.253, audio_features, 5mW06RIeNR7m3ABDqjHf2T, spotify:track:5mW06RIeNR7m3ABDqjHf2T, https://api.spotify.com/v1/tracks/5mW06RIeNR7m3ABDqjHf2T, https://api.spotify.com/v1/audio-analysis/5mW06RIeNR7m3ABDqjHf2T, 255984, 4
0.57, 0.635, 10, -10.231, 1, 0.0482, 0.00459, 0.176, 0.0901, 0.196, 108.431, audio_features, 2Vim06YsRb4uJRpbeq6NR6, spotify:track:2Vim06YsRb4uJRpbeq6NR6, https://api.spotify.com/v1/tracks/2Vim06YsRb4uJRpbeq6NR6, https://api.spotify.com/v1/audio-analysis/2Vim06YsRb4uJRpbeq6NR6, 266840, 4
0.682, 0.883, 5, -9.154, 1, 0.0451, 0.00551, 0.839, 0.455, 0.698, 107.041, audio_features, 41aTJx3zjZuQbT4jIaV87g, spotify:track:41aTJx3zjZuQbT4jIaV87g, https://api.spotify.com/v1/tracks/41aTJx3zjZuQbT4jIaV87g, https://api.spotify.com/v1/audio-analysis/41aTJx3zjZuQbT4jIaV87g, 293147, 4
0.167, 0.734, 5, -4.819, 0, 0.0398, 0.31, 0.967, 0.0984, 0.601, 168.658, audio_features, 7H7T22yvZMLVzJHDONDYDp, spotify:track:7H7T22yvZMLVzJHDONDYDp, https://api.spotify.com/v1/tracks/7H7T22yvZMLVzJHDONDYDp, https://api.spotify.com/v1/audio-analysis/7H7T22yvZMLVzJHDONDYDp, 165507, 4
0.97, 0.509, 2, -7.653, 1, 0.191, 0.217, 0.000532, 0.0701, 0.784, 121.993, audio_features, 0oRTq5NpJKFcsluQrS6HRR, spotify:track:0oRTq5NpJKFcsluQrS6HRR, https://api.spotify.com/v1/tracks/0oRTq5NpJKFcsluQrS6HRR, https://api.spotify.com/v1/audio-analysis/0oRTq5NpJKFcsluQrS6HRR, 224960, 4
0.494, 0.661, 10, -7.54, 0, 0.047, 0.486, 0.806, 0.116, 0.204, 89.659, audio_features, 0Etl0p4Z6doS0xFxqdhrOn, spotify:track:0Etl0p4Z6doS0xFxqdhrOn, https://api.spotify.com/v1/tracks/0Etl0p4Z6doS0xFxqdhrOn, https://api.spotify.com/v1/audio-analysis/0Etl0p4Z6doS0xFxqdhrOn, 260253, 4
0.832, 0.759, 10, -8.089, 0, 0.036, 0.0697, 3.67e-06, 0.152, 0.966, 116.525, audio_features, 0E9j7eJ7lNZ80Lm5UNCPq0, spotify:track:0E9j7eJ7lNZ80Lm5UNCPq0, https://api.spotify.com/v1/tracks/0E9j7eJ7lNZ80Lm5UNCPq0, https://api.spotify.com/v1/audio-analysis/0E9j7eJ7lNZ80Lm5UNCPq0, 302213, 4
0.432, 0.876, 2, -7.247, 1, 0.209, 0.646, 0.0086, 0.659, 0.485, 112.463, audio_features, 4rKxuplYEn2zA1MQhuCbYm, spotify:track:4rKxuplYEn2zA1MQhuCbYm, https://api.spotify.com/v1/tracks/4rKxuplYEn2zA1MQhuCbYm, https://api.spotify.com/v1/audio-analysis/4rKxuplYEn2zA1MQhuCbYm, 174613, 5
0.9, 0.916, 1, -7.481, 0, 0.115, 0.22, 0.000141, 0.0323, 0.538, 102.916, audio_features, 5unLExF3iiG3YkU11u6wFO, spotify:track:5unLExF3iiG3YkU11u6wFO, https://api.spotify.com/v1/tracks/5unLExF3iiG3YkU11u6wFO, https://api.spotify.com/v1/audio-analysis/5unLExF3iiG3YkU11u6wFO, 277894, 4
0.492, 0.481, 9, -9.708, 1, 0.0268, 0.05, 0.832, 0.131, 0.162, 95.525, audio_features, 0EKTuuDuN8bAIwqFB1bPYY, spotify:track:0EKTuuDuN8bAIwqFB1bPYY, https://api.spotify.com/v1/tracks/0EKTuuDuN8bAIwqFB1bPYY, https://api.spotify.com/v1/audio-analysis/0EKTuuDuN8bAIwqFB1bPYY, 376533, 4
0.749, 0.784, 1, -3.208, 1, 0.287, 0.0415, 0, 0.781, 0.861, 80.758, audio_features, 0VdtuykfOmGNeJAEBxzSqL, spotify:track:0VdtuykfOmGNeJAEBxzSqL, https://api.spotify.com/v1/tracks/0VdtuykfOmGNeJAEBxzSqL, https://api.spotify.com/v1/audio-analysis/0VdtuykfOmGNeJAEBxzSqL, 262322, 4
0.158, 0.839, 9, -6.235, 1, 0.0647, 0.0173, 0.12, 0.108, 0.185, 83.688, audio_features, 2tm6DT6k4W8A4paJdZ41M6, spotify:track:2tm6DT6k4W8A4paJdZ41M6, https://api.spotify.com/v1/tracks/2tm6DT6k4W8A4paJdZ41M6, https://api.spotify.com/v1/audio-analysis/2tm6DT6k4W8A4paJdZ41M6, 335507, 4
0.653, 0.519, 2, -10.164, 1, 0.0497, 0.406, 0.0209, 0.101, 0.822, 98.883, audio_features, 1qRA5BS78u3gME0loMl9AA, spotify:track:1qRA5BS78u3gME0loMl9AA, https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA, https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA, 153693, 4
0.28, 0.908, 2, -5.509, 0, 0.109, 0.0327, 8.85e-06, 0.18, 0.26, 118.698, audio_features, 5XcZRgJv3zMhTqCyESjQrF, spotify:track:5XcZRgJv3zMhTqCyESjQrF, https://api.spotify.com/v1/tracks/5XcZRgJv3zMhTqCyESjQrF, https://api.spotify.com/v1/audio-analysis/5XcZRgJv3zMhTqCyESjQrF, 270080, 4
0.531, 0.917, 0, -8.033, 1, 0.0554, 0.00362, 0.000347, 0.239, 0.393, 101.829, audio_features, 7LDTB4kVmrLCU5TqKjZnzm, spotify:track:7LDTB4kVmrLCU5TqKjZnzm, https://api.spotify.com/v1/tracks/7LDTB4kVmrLCU5TqKjZnzm, https://api.spotify.com/v1/audio-analysis/7LDTB4kVmrLCU5TqKjZnzm, 284693, 4
0.287, 0.75, 9, -5.483, 1, 0.0472, 0.00967, 0.0242, 0.358, 0.506, 145.611, audio_features, 0CsN37rcaVap8zz4uoxIEo, spotify:track:0CsN37rcaVap8zz4uoxIEo, https://api.spotify.com/v1/tracks/0CsN37rcaVap8zz4uoxIEo, https://api.spotify.com/v1/audio-analysis/0CsN37rcaVap8zz4uoxIEo, 168455, 4
0.103, 0.928, 5, -3.737, 0, 0.117, 6.35e-06, 0.000265, 0.308, 0.0334, 163.204, audio_features, 5fA6nOW6dooQY53YQrcLTm, spotify:track:5fA6nOW6dooQY53YQrcLTm, https://api.spotify.com/v1/tracks/5fA6nOW6dooQY53YQrcLTm, https://api.spotify.com/v1/audio-analysis/5fA6nOW6dooQY53YQrcLTm, 255667, 4
0.378, 0.951, 3, 0.45, 0, 0.0566, 0.00329, 0.419, 0.135, 0.249, 132.06, audio_features, 77bHrxVX3E2SWopfaoWrTw, spotify:track:77bHrxVX3E2SWopfaoWrTw, https://api.spotify.com/v1/tracks/77bHrxVX3E2SWopfaoWrTw, https://api.spotify.com/v1/audio-analysis/77bHrxVX3E2SWopfaoWrTw, 213093, 4
0.831, 0.575, 6, -7.145, 0, 0.0525, 0.0435, 1.84e-05, 0.374, 0.932, 131.905, audio_features, 6FWNkRBwa7JY8uZhNPHzLk, spotify:track:6FWNkRBwa7JY8uZhNPHzLk, https://api.spotify.com/v1/tracks/6FWNkRBwa7JY8uZhNPHzLk, https://api.spotify.com/v1/audio-analysis/6FWNkRBwa7JY8uZhNPHzLk, 248200, 4
0.307, 0.735, 9, -6.303, 1, 0.0562, 0.238, 0.567, 0.209, 0.556, 82.507, audio_features, 0D6sB55ghk8IOOtoCoG83Z, spotify:track:0D6sB55ghk8IOOtoCoG83Z, https://api.spotify.com/v1/tracks/0D6sB55ghk8IOOtoCoG83Z, https://api.spotify.com/v1/audio-analysis/0D6sB55ghk8IOOtoCoG83Z, 232904, 4
0.572, 0.958, 8, -4.526, 1, 0.047, 0.651, 0.886, 0.105, 0.0335, 101.009, audio_features, 1KjBsubnUzAU1dvxIEUky4, spotify:track:1KjBsubnUzAU1dvxIEUky4, https://api.spotify.com/v1/tracks/1KjBsubnUzAU1dvxIEUky4, https://api.spotify.com/v1/audio-analysis/1KjBsubnUzAU1dvxIEUky4, 333810, 4
0.694, 0.653, 7, -6.945, 0, 0.0321, 0.00191, 0.121, 0.184, 0.902, 107.519, audio_features, 4n9WwRwD2WxBNWAukEtPlk, spotify:track:4n9WwRwD2WxBNWAukEtPlk, https://api.spotify.com/v1/tracks/4n9WwRwD2WxBNWAukEtPlk, https://api.spotify.com/v1/audio-analysis/4n9WwRwD2WxBNWAukEtPlk, 285107, 4
0.332, 0.581, 5, -9.415, 1, 0.0339, 0.000888, 0.749, 0.0867, 0.199, 127.751, audio_features, 60FaXKuiMVpmpvsabFEAD2, spotify:track:60FaXKuiMVpmpvsabFEAD2, https://api.spotify.com/v1/tracks/60FaXKuiMVpmpvsabFEAD2, https://api.spotify.com/v1/audio-analysis/60FaXKuiMVpmpvsabFEAD2, 250733, 4
0.435, 0.714, 0, -5.626, 1, 0.041, 0.554, 0.72, 0.151, 0.44, 119.902, audio_features, 6Siga5Vl809RNaiUUs9C6f, spotify:track:6Siga5Vl809RNaiUUs9C6f, https://api.spotify.com/v1/tracks/6Siga5Vl809RNaiUUs9C6f, https://api.spotify.com/v1/audio-analysis/6Siga5Vl809RNaiUUs9C6f, 215880, 3
0.716, 0.894, 0, -6.929, 1, 0.3, 0.143, 1.95e-06, 0.0991, 0.645, 151.989, audio_features, 5pNYiMbnXm7UkewX2KhmyK, spotify:track:5pNYiMbnXm7UkewX2KhmyK, https://api.spotify.com/v1/tracks/5pNYiMbnXm7UkewX2KhmyK, https://api.spotify.com/v1/audio-analysis/5pNYiMbnXm7UkewX2KhmyK, 172677, 4
0.741, 0.592, 10, -6.697, 0, 0.0304, 0.00394, 0.0525, 0.142, 0.386, 108.997, audio_features, 1yMJQqN3CBmD6AHcOBtQjn, spotify:track:1yMJQqN3CBmD6AHcOBtQjn, https://api.spotify.com/v1/tracks/1yMJQqN3CBmD6AHcOBtQjn, https://api.spotify.com/v1/audio-analysis/1yMJQqN3CBmD6AHcOBtQjn, 230280, 4
0.457, 0.686, 7, -8.301, 1, 0.0239, 0.124, 0.893, 0.0852, 0.401, 103.475, audio_features, 2RAM2aTcf1FnzA4HIRSRDr, spotify:track:2RAM2aTcf1FnzA4HIRSRDr, https://api.spotify.com/v1/tracks/2RAM2aTcf1FnzA4HIRSRDr, https://api.spotify.com/v1/audio-analysis/2RAM2aTcf1FnzA4HIRSRDr, 1232107, 4
0.286, 0.597, 7, -8.734, 1, 0.0309, 0.000108, 0.00618, 0.0771, 0.235, 159.897, audio_features, 4BO2ijw6pifaJ4KGiYkhnI, spotify:track:4BO2ijw6pifaJ4KGiYkhnI, https://api.spotify.com/v1/tracks/4BO2ijw6pifaJ4KGiYkhnI, https://api.spotify.com/v1/audio-analysis/4BO2ijw6pifaJ4KGiYkhnI, 231750, 4
0.516, 0.11, 2, -14.176, 0, 0.038, 0.522, 0.00121, 0.131, 0.0538, 105.595, audio_features, 798UQDI0kkPc562NvOZ163, spotify:track:798UQDI0kkPc562NvOZ163, https://api.spotify.com/v1/tracks/798UQDI0kkPc562NvOZ163, https://api.spotify.com/v1/audio-analysis/798UQDI0kkPc562NvOZ163, 245746, 4
0.831, 0.575, 6, -7.145, 0, 0.0525, 0.0435, 1.84e-05, 0.374, 0.932, 131.905, audio_features, 6FWNkRBwa7JY8uZhNPHzLk, spotify:track:6FWNkRBwa7JY8uZhNPHzLk, https://api.spotify.com/v1/tracks/6FWNkRBwa7JY8uZhNPHzLk, https://api.spotify.com/v1/audio-analysis/6FWNkRBwa7JY8uZhNPHzLk, 248200, 4
0.618, 0.719, 0, -9.541, 1, 0.0539, 0.0372, 0.821, 0.118, 0.804, 89.816, audio_features, 6CFMKKRgwrYDU44yC78X7b, spotify:track:6CFMKKRgwrYDU44yC78X7b, https://api.spotify.com/v1/tracks/6CFMKKRgwrYDU44yC78X7b, https://api.spotify.com/v1/audio-analysis/6CFMKKRgwrYDU44yC78X7b, 264922, 4
