danceability, energy, key, loudness, mode, speechiness, acousticness, instrumentalness, liveness, valence, tempo, type, id, uri, track_href, analysis_url, duration_ms, time_signature
0.697, 0.28, 2, -13.259, 1, 0.0423, 0.295, 0.844, 0.11, 0.187, 123.004, audio_features, 2TZa0cNEeDbKKIVSfFXrWY, spotify:track:2TZa0cNEeDbKKIVSfFXrWY, https://api.spotify.com/v1/tracks/2TZa0cNEeDbKKIVSfFXrWY, https://api.spotify.com/v1/audio-analysis/2TZa0cNEeDbKKIVSfFXrWY, 260500, 4
0.294, 0.491, 7, -11.296, 1, 0.0342, 0.444, 0.787, 0.109, 0.332, 110.367, audio_features, 5OergxMcg9vSZ43V5RbiHF, spotify:track:5OergxMcg9vSZ43V5RbiHF, https://api.spotify.com/v1/tracks/5OergxMcg9vSZ43V5RbiHF, https://api.spotify.com/v1/audio-analysis/5OergxMcg9vSZ43V5RbiHF, 399747, 3
0.353, 0.692, 7, -6.296, 1, 0.0602, 0.959, 0.769, 0.247, 0.368, 75.861, audio_features, 11TdJFbzP2vmWZLdMcOG0v, spotify:track:11TdJFbzP2vmWZLdMcOG0v, https://api.spotify.com/v1/tracks/11TdJFbzP2vmWZLdMcOG0v, https://api.spotify.com/v1/audio-analysis/11TdJFbzP2vmWZLdMcOG0v, 219083, 4
0.668, 0.682, 2, -8.545, 1, 0.0358, 0.426, 0.918, 0.1, 0.836, 114.018, audio_features, 4y6Hfr14fqyrvuzVwTp0fp, spotify:track:4y6Hfr14fqyrvuzVwTp0fp, https://api.spotify.com/v1/tracks/4y6Hfr14fqyrvuzVwTp0fp, https://api.spotify.com/v1/audio-analysis/4y6Hfr14fqyrvuzVwTp0fp, 272582, 4
0.43, 0.992, 8, -1.409, 1, 0.0827, 0.0051, 0.0146, 0.0965, 0.472, 125.965, audio_features, 0eAjrHrO5ruRodDkRCivv1, spotify:track:0eAjrHrO5ruRodDkRCivv1, https://api.spotify.com/v1/tracks/0eAjrHrO5ruRodDkRCivv1, https://api.spotify.com/v1/audio-analysis/0eAjrHrO5ruRodDkRCivv1, 236427, 4
0.564, 0.936, 9, -4.498, 1, 0.0657, 0.00851, 3.27e-05, 0.125, 0.903, 144.971, audio_features, 2AjdV1kaiUpCqGhLkBLES3, spotify:track:2AjdV1kaiUpCqGhLkBLES3, https://api.spotify.com/v1/tracks/2AjdV1kaiUpCqGhLkBLES3, https://api.spotify.com/v1/audio-analysis/2AjdV1kaiUpCqGhLkBLES3, 166573, 4
0.402, 0.92, 2, -2.944, 1, 0.0408, 0.000174, 0, 0.0807, 0.297, 139.793, audio_features, 19CIsQ1HElu4XHdLCMlSqu, spotify:track:19CIsQ1HElu4XHdLCMlSqu, https://api.spotify.com/v1/tracks/19CIsQ1HElu4XHdLCMlSqu, https://api.spotify.com/v1/audio-analysis/19CIsQ1HElu4XHdLCMlSqu, 243973, 4
0.417, 0.951, 4, -4.652, 1, 0.0733, 0.00164, 3.92e-05, 0.219, 0.529, 160.042, audio_features, 2EPwH1bWUcre7x8I00EAky, spotify:track:2EPwH1bWUcre7x8I00EAky, https://api.spotify.com/v1/tracks/2EPwH1bWUcre7x8I00EAky, https://api.spotify.com/v1/audio-analysis/2EPwH1bWUcre7x8I00EAky, 194288, 4
0.771, 0.66, 1, -12.247, 1, 0.0495, 0.0194, 0.868, 0.259, 0.841, 132.39, audio_features, 00Drwhan2rZCVDbcblXajF, spotify:track:00Drwhan2rZCVDbcblXajF, https://api.spotify.com/v1/tracks/00Drwhan2rZCVDbcblXajF, https://api.spotify.com/v1/audio-analysis/00Drwhan2rZCVDbcblXajF, 153667, 4
0.505, 0.846, 10, -5.871, 1, 0.0405, 0.0119, 0.00246, 0.209, 0.691, 98.986, audio_features, 6tkqqX7J4qgWD71Ts6BLaR, spotify:track:6tkqqX7J4qgWD71Ts6BLaR, https://api.spotify.com/v1/tracks/6tkqqX7J4qgWD71Ts6BLaR, https://api.spotify.com/v1/audio-analysis/6tkqqX7J4qgWD71Ts6BLaR, 237840, 4
0.75, 0.925, 5, -4.961, 0, 0.0407, 0.349, 0.838, 0.197, 0.97, 123.854, audio_features, 280ug6L9DqErWjRYws1xp8, spotify:track:280ug6L9DqErWjRYws1xp8, https://api.spotify.com/v1/tracks/280ug6L9DqErWjRYws1xp8, https://api.spotify.com/v1/audio-analysis/280ug6L9DqErWjRYws1xp8, 605853, 4
0.596, 0.723, 1, -8.212, 1, 0.0385, 0.0967, 0.0752, 0.111, 0.847, 111.269, audio_features, 7otf12LkWCB2mTZhZvMHTb, spotify:track:7otf12LkWCB2mTZhZvMHTb, https://api.spotify.com/v1/tracks/7otf12LkWCB2mTZhZvMHTb, https://api.spotify.com/v1/audio-analysis/7otf12LkWCB2mTZhZvMHTb, 186200, 4
0.498, 0.717, 10, -6.992, 1, 0.0382, 0.257, 0, 0.0655, 0.948, 150.742, audio_features, 02mqSVqFLY0dWJFSsykksZ, spotify:track:02mqSVqFLY0dWJFSsykksZ, https://api.spotify.com/v1/tracks/02mqSVqFLY0dWJFSsykksZ, https://api.spotify.com/v1/audio-analysis/02mqSVqFLY0dWJFSsykksZ, 177200, 4
0.417, 0.953, 4, -4.64, 1, 0.0757, 0.0015, 2.84e-05, 0.218, 0.508, 160.03, audio_features, 1uNH7kknB8MVkmh6FfDb6W, spotify:track:1uNH7kknB8MVkmh6FfDb6W, https://api.spotify.com/v1/tracks/1uNH7kknB8MVkmh6FfDb6W, https://api.spotify.com/v1/audio-analysis/1uNH7kknB8MVkmh6FfDb6W, 194288, 4
0.632, 0.646, 9, -11.398, 1, 0.0385, 0.0177, 0.88, 0.116, 0.671, 87.325, audio_features, 4K2ksQq5BbIjL7I2ZuQLj2, spotify:track:4K2ksQq5BbIjL7I2ZuQLj2, https://api.spotify.com/v1/tracks/4K2ksQq5BbIjL7I2ZuQLj2, https://api.spotify.com/v1/audio-analysis/4K2ksQq5BbIjL7I2ZuQLj2, 219840, 4
0.769, 0.71, 9, -5.223, 0, 0.0745, 0.0884, 0.0561, 0.0678, 0.64, 88.788, audio_features, 5vE5RTY7KPaarso26QiPMW, spotify:track:5vE5RTY7KPaarso26QiPMW, https://api.spotify.com/v1/tracks/5vE5RTY7KPaarso26QiPMW, https://api.spotify.com/v1/audio-analysis/5vE5RTY7KPaarso26QiPMW, 191553, 4
0.805, 0.521, 4, -11.25, 1, 0.0584, 0.0143, 0.845, 0.099, 0.754, 126.143, audio_features, 6Ey0pDNYeVeZDabYdDqWav, spotify:track:6Ey0pDNYeVeZDabYdDqWav, https://api.spotify.com/v1/tracks/6Ey0pDNYeVeZDabYdDqWav, https://api.spotify.com/v1/audio-analysis/6Ey0pDNYeVeZDabYdDqWav, 304507, 4
0.793, 0.703, 0, -9.548, 1, 0.0581, 0.000726, 0.88, 0.075, 0.856, 130.27, audio_features, 1RSy7B2vfPi84N80QJ6frX, spotify:track:1RSy7B2vfPi84N80QJ6frX, https://api.spotify.com/v1/tracks/1RSy7B2vfPi84N80QJ6frX, https://api.spotify.com/v1/audio-analysis/1RSy7B2vfPi84N80QJ6frX, 450800, 4
0.552, 0.531, 8, -6.767, 1, 0.125, 0.656, 5.21e-05, 0.11, 0.324, 91.573, audio_features, 12v5GBM74fB8WsHJPQRTIe, spotify:track:12v5GBM74fB8WsHJPQRTIe, https://api.spotify.com/v1/tracks/12v5GBM74fB8WsHJPQRTIe, https://api.spotify.com/v1/audio-analysis/12v5GBM74fB8WsHJPQRTIe, 275320, 4
0.603, 0.921, 5, -3.555, 0, 0.0931, 0.198, 0.00035, 0.133, 0.816, 122.978, audio_features, 2HJJ9wz5JiSiTPUfSEZ7C7, spotify:track:2HJJ9wz5JiSiTPUfSEZ7C7, https://api.spotify.com/v1/tracks/2HJJ9wz5JiSiTPUfSEZ7C7, https://api.spotify.com/v1/audio-analysis/2HJJ9wz5JiSiTPUfSEZ7C7, 145773, 4
0.282, 0.922, 1, -3.846, 1, 0.261, 0.163, 0.00488, 0.323, 0.365, 98.879, audio_features, 79ixYOEm8OrKGIQxI7jVye, spotify:track:79ixYOEm8OrKGIQxI7jVye, https://api.spotify.com/v1/tracks/79ixYOEm8OrKGIQxI7jVye, https://api.spotify.com/v1/audio-analysis/79ixYOEm8OrKGIQxI7jVye, 273137, 4
0.452, 0.579, 2, -11.085, 1, 0.0476, 0.0153, 0.893, 0.637, 0.929, 84.615, audio_features, 4ugLp0bGRzn333EjSC6Qdl, spotify:track:4ugLp0bGRzn333EjSC6Qdl, https://api.spotify.com/v1/tracks/4ugLp0bGRzn333EjSC6Qdl, https://api.spotify.com/v1/audio-analysis/4ugLp0bGRzn333EjSC6Qdl, 213760, 4
0.52, 0.963, 1, -4.713, 1, 0.0783, 0.000416, 0.791, 0.099, 0.579, 168.545, audio_features, 5C6E7cEF49bs0CIWj3jjub, spotify:track:5C6E7cEF49bs0CIWj3jjub, https://api.spotify.com/v1/tracks/5C6E7cEF49bs0CIWj3jjub, https://api.spotify.com/v1/audio-analysis/5C6E7cEF49bs0CIWj3jjub, 267273, 4
0.481, 0.541, 7, -9.287, 1, 0.0385, 0.0528, 1.35e-05, 0.749, 0.425, 115.532, audio_features, 2V2POrddZbxkYHAJoTxuXS, spotify:track:2V2POrddZbxkYHAJoTxuXS, https://api.spotify.com/v1/tracks/2V2POrddZbxkYHAJoTxuXS, https://api.spotify.com/v1/audio-analysis/2V2POrddZbxkYHAJoTxuXS, 214547, 4
0.856, 0.695, 11, -10.643, 0, 0.0387, 7.47e-05, 0.804, 0.0358, 0.869, 125.107, audio_features, 1xKW0Y1kSVnZzcAHOccLVl, spotify:track:1xKW0Y1kSVnZzcAHOccLVl, https://api.spotify.com/v1/tracks/1xKW0Y1kSVnZzcAHOccLVl, https://api.spotify.com/v1/audio-analysis/1xKW0Y1kSVnZzcAHOccLVl, 317773, 4
0.388, 0.278, 11, -7.398, 1, 0.0436, 0.0755, 0.000803, 0.112, 0.23, 130.458, audio_features, 0GfHsEGSOZNYzCIvE0neUS, spotify:track:0GfHsEGSOZNYzCIvE0neUS, https://api.spotify.com/v1/tracks/0GfHsEGSOZNYzCIvE0neUS, https://api.spotify.com/v1/audio-analysis/0GfHsEGSOZNYzCIvE0neUS, 276512, 3
0.736, 0.723, 1, -7.172, 0, 0.0578, 0.111, 0.523, 0.0779, 0.54, 130.022, audio_features, 4WaeeMOeSnyd9zE4kCagZZ, spotify:track:4WaeeMOeSnyd9zE4kCagZZ, https://api.spotify.com/v1/tracks/4WaeeMOeSnyd9zE4kCagZZ, https://api.spotify.com/v1/audio-analysis/4WaeeMOeSnyd9zE4kCagZZ, 243853, 4
0.568, 0.898, 8, -8.833, 0, 0.0862, 0.0285, 0.0787, 0.484, 0.833, 110.824, audio_features, 0hnlRgTh80b1emNnM0jmwt, spotify:track:0hnlRgTh80b1emNnM0jmwt, https://api.spotify.com/v1/tracks/0hnlRgTh80b1emNnM0jmwt, https://api.spotify.com/v1/audio-analysis/0hnlRgTh80b1emNnM0jmwt, 301520, 4
0.687, 0.731, 8, -7.774, 1, 0.108, 0.0293, 0.00836, 0.163, 0.601, 110.957, audio_features, 3OtBieT1rwL2SoePlQL4Zh, spotify:track:3OtBieT1rwL2SoePlQL4Zh, https://api.spotify.com/v1/tracks/3OtBieT1rwL2SoePlQL4Zh, https://api.spotify.com/v1/audio-analysis/3OtBieT1rwL2SoePlQL4Zh, 259464, 4
0.694, 0.902, 11, -4.705, 1, 0.0843, 0.211, 0.872, 0.0785, 0.635, 90.98, audio_features, 1ZfDSjnhuMV96aVB0gvhgk, spotify:track:1ZfDSjnhuMV96aVB0gvhgk, https://api.spotify.com/v1/tracks/1ZfDSjnhuMV96aVB0gvhgk, https://api.spotify.com/v1/audio-analysis/1ZfDSjnhuMV96aVB0gvhgk, 256840, 4
0.795, 0.573, 5, -11.846, 0, 0.0509, 0.321, 0.00144, 0.113, 0.868, 125.34, audio_features, 3EKONPY5juSe9sgE3sqFVE, spotify:track:3EKONPY5juSe9sgE3sqFVE, https://api.spotify.com/v1/tracks/3EKONPY5juSe9sgE3sqFVE, https://api.spotify.com/v1/audio-analysis/3EKONPY5juSe9sgE3sqFVE, 298907, 4
0.445, 0.967, 0, -3.347, 0, 0.0446, 0.0224, 0.0452, 0.281, 0.405, 90.611, audio_features, 6lDIvBNSzrEnhzC88KhoxF, spotify:track:6lDIvBNSzrEnhzC88KhoxF, https://api.spotify.com/v1/tracks/6lDIvBNSzrEnhzC88KhoxF, https://api.spotify.com/v1/audio-analysis/6lDIvBNSzrEnhzC88KhoxF, 272347, 4
0.55, 0.631, 0, -11.493, 1, 0.0385, 0.000898, 0.18, 0.0503, 0.908, 114.553, audio_features, 3x0iCzjgf0v9lnwvAhU9P2, spotify:track:3x0iCzjgf0v9lnwvAhU9P2, https://api.spotify.com/v1/tracks/3x0iCzjgf0v9lnwvAhU9P2, https://api.spotify.com/v1/audio-analysis/3x0iCzjgf0v9lnwvAhU9P2, 229027, 4
0.279, 0.65, 1, -8.781, 0, 0.0369, 0.0858, 0.733, 0.257, 0.265, 169.298, audio_features, 6xuyr1ubPi5jkQnVkTb9bF, spotify:track:6xuyr1ubPi5jkQnVkTb9bF, https://api.spotify.com/v1/tracks/6xuyr1ubPi5jkQnVkTb9bF, https://api.spotify.com/v1/audio-analysis/6xuyr1ubPi5jkQnVkTb9bF, 332782, 5
0.435, 0.54, 5, -8.881, 0, 0.0301, 0.175, 0.91, 0.223, 0.441, 110.201, audio_features, 1VQ7nXb0tNClxzMChGUO4O, spotify:track:1VQ7nXb0tNClxzMChGUO4O, https://api.spotify.com/v1/tracks/1VQ7nXb0tNClxzMChGUO4O, https://api.spotify.com/v1/audio-analysis/1VQ7nXb0tNClxzMChGUO4O, 150227, 1
0.574, 0.796, 7, -6.758, 1, 0.0342, 0.0206, 0.165, 0.118, 0.582, 100.808, audio_features, 4zVjBlEC30GRWNo0t7XW7V, spotify:track:4zVjBlEC30GRWNo0t7XW7V, https://api.spotify.com/v1/tracks/4zVjBlEC30GRWNo0t7XW7V, https://api.spotify.com/v1/audio-analysis/4zVjBlEC30GRWNo0t7XW7V, 207552, 4
0.789, 0.807, 7, -5.417, 1, 0.0504, 0.0134, 0.27, 0.055, 0.934, 127.996, audio_features, 7JPZYBDynF6KlqJyLfTI3K, spotify:track:7JPZYBDynF6KlqJyLfTI3K, https://api.spotify.com/v1/tracks/7JPZYBDynF6KlqJyLfTI3K, https://api.spotify.com/v1/audio-analysis/7JPZYBDynF6KlqJyLfTI3K, 332827, 4
0.873, 0.374, 5, -5.853, 1, 0.118, 0.686, 0.000465, 0.143, 0.477, 100.048, audio_features, 2GAvCh5XRUcadG2xScude5, spotify:track:2GAvCh5XRUcadG2xScude5, https://api.spotify.com/v1/tracks/2GAvCh5XRUcadG2xScude5, https://api.spotify.com/v1/audio-analysis/2GAvCh5XRUcadG2xScude5, 217987, 4
0.18, 0.926, 0, -5.328, 1, 0.0716, 7.14e-06, 0.587, 0.478, 0.46, 118.665, audio_features, 6QG3s7owEeFtWFjgFVGDEK, spotify:track:6QG3s7owEeFtWFjgFVGDEK, https://api.spotify.com/v1/tracks/6QG3s7owEeFtWFjgFVGDEK, https://api.spotify.com/v1/audio-analysis/6QG3s7owEeFtWFjgFVGDEK, 221013, 4
0.411, 0.842, 8, -6.21, 0, 0.038, 0.0149, 0.00368, 0.115, 0.509, 137.977, audio_features, 59ByVOlmTSuVcEefBpviJQ, spotify:track:59ByVOlmTSuVcEefBpviJQ, https://api.spotify.com/v1/tracks/59ByVOlmTSuVcEefBpviJQ, https://api.spotify.com/v1/audio-analysis/59ByVOlmTSuVcEefBpviJQ, 251067, 4
0.222, 0.402, 2, -12.676, 0, 0.034, 0.889, 0.293, 0.0897, 0.0829, 150.894, audio_features, 3HIE7YbaGwUxTEauJYUgDB, spotify:track:3HIE7YbaGwUxTEauJYUgDB, https://api.spotify.com/v1/tracks/3HIE7YbaGwUxTEauJYUgDB, https://api.spotify.com/v1/audio-analysis/3HIE7YbaGwUxTEauJYUgDB, 285906, 4
0.646, 0.891, 8, -2.904, 0, 0.0433, 0.00445, 0.89, 0.127, 0.106, 142.024, audio_features, 1n0VqMms2yoTGVvunXenQA, spotify:track:1n0VqMms2yoTGVvunXenQA, https://api.spotify.com/v1/tracks/1n0VqMms2yoTGVvunXenQA, https://api.spotify.com/v1/audio-analysis/1n0VqMms2yoTGVvunXenQA, 229369, 4
0.35, 0.27, 6, -14.618, 0, 0.0303, 0.728, 0.0223, 0.21, 0.0583, 109.835, audio_features, 3vF6NsyLWT9GRG30nrivk1, spotify:track:3vF6NsyLWT9GRG30nrivk1, https://api.spotify.com/v1/tracks/3vF6NsyLWT9GRG30nrivk1, https://api.spotify.com/v1/audio-analysis/3vF6NsyLWT9GRG30nrivk1, 391440, 4
0.423, 0.734, 7, -7.789, 0, 0.0292, 6.63e-05, 0.802, 0.106, 0.328, 85.992, audio_features, 6GgUOrVSRYuhDBKvOd7lLd, spotify:track:6GgUOrVSRYuhDBKvOd7lLd, https://api.spotify.com/v1/tracks/6GgUOrVSRYuhDBKvOd7lLd, https://api.spotify.com/v1/audio-analysis/6GgUOrVSRYuhDBKvOd7lLd, 185946, 4
0.718, 0.587, 6, -9.435, 0, 0.038, 0.000211, 0.0403, 0.177, 0.423, 105.434, audio_features, 2FvIkVNVEmiAaasafDSWSV, spotify:track:2FvIkVNVEmiAaasafDSWSV, https://api.spotify.com/v1/tracks/2FvIkVNVEmiAaasafDSWSV, https://api.spotify.com/v1/audio-analysis/2FvIkVNVEmiAaasafDSWSV, 250507, 4
0.568, 0.33, 5, -16.029, 0, 0.0265, 0.168, 0.546, 0.807, 0.297, 106.142, audio_features, 0Jb4ZNkcOLkl98RHt5H0pq, spotify:track:0Jb4ZNkcOLkl98RHt5H0pq, https://api.spotify.com/v1/tracks/0Jb4ZNkcOLkl98RHt5H0pq, https://api.spotify.com/v1/audio-analysis/0Jb4ZNkcOLkl98RHt5H0pq, 368533, 5
0.525, 0.523, 0, -8.11, 0, 0.0372, 0.3, 0.155, 0.309, 0.68, 152.128, audio_features, 7slgu0of1ox3ulFoK1y2Ur, spotify:track:7slgu0of1ox3ulFoK1y2Ur, https://api.spotify.com/v1/tracks/7slgu0of1ox3ulFoK1y2Ur, https://api.spotify.com/v1/audio-analysis/7slgu0of1ox3ulFoK1y2Ur, 115507, 3
0.247, 0.203, 6, -14.055, 0, 0.0415, 0.415, 0.0411, 0.0957, 0.0363, 100.989, audio_features, 1R9bPJZetPXCOYAWO2wMm2, spotify:track:1R9bPJZetPXCOYAWO2wMm2, https://api.spotify.com/v1/tracks/1R9bPJZetPXCOYAWO2wMm2, https://api.spotify.com/v1/audio-analysis/1R9bPJZetPXCOYAWO2wMm2, 293768, 4
0.629, 0.652, 9, -7.353, 1, 0.104, 0.0268, 0.0668, 0.104, 0.279, 139.589, audio_features, 5kCVHTxREHhkWk2zd7c4Nf, spotify:track:5kCVHTxREHhkWk2zd7c4Nf, https://api.spotify.com/v1/tracks/5kCVHTxREHhkWk2zd7c4Nf, https://api.spotify.com/v1/audio-analysis/5kCVHTxREHhkWk2zd7c4Nf, 329173, 4
0.352, 0.0433, 10, -24.963, 1, 0.0309, 0.882, 0.938, 0.0985, 0.0645, 66.549, audio_features, 7vrOjXJ3Oht6fFYxwoEV5J, spotify:track:7vrOjXJ3Oht6fFYxwoEV5J, https://api.spotify.com/v1/tracks/7vrOjXJ3Oht6fFYxwoEV5J, https://api.spotify.com/v1/audio-analysis/7vrOjXJ3Oht6fFYxwoEV5J, 568947, 4
0.282, 0.922, 1, -3.846, 1, 0.261, 0.163, 0.00488, 0.323, 0.365, 98.879, audio_features, 79ixYOEm8OrKGIQxI7jVye, spotify:track:79ixYOEm8OrKGIQxI7jVye, https://api.spotify.com/v1/tracks/79ixYOEm8OrKGIQxI7jVye, https://api.spotify.com/v1/audio-analysis/79ixYOEm8OrKGIQxI7jVye, 273137, 4
0.69, 0.699, 7, -8.843, 1, 0.0423, 0.0102, 0.674, 0.113, 0.493, 149.033, audio_features, 4sOsx5GS3GKgNlYZJP3JjG, spotify:track:4sOsx5GS3GKgNlYZJP3JjG, https://api.spotify.com/v1/tracks/4sOsx5GS3GKgNlYZJP3JjG, https://api.spotify.com/v1/audio-analysis/4sOsx5GS3GKgNlYZJP3JjG, 243227, 4
0.714, 0.283, 10, -13.859, 0, 0.0869, 0.0345, 0.84, 0.115, 0.532, 77.558, audio_features, 0d79StaU4NfHKLhRrs2A1K, spotify:track:0d79StaU4NfHKLhRrs2A1K, https://api.spotify.com/v1/tracks/0d79StaU4NfHKLhRrs2A1K, https://api.spotify.com/v1/audio-analysis/0d79StaU4NfHKLhRrs2A1K, 192560, 1
0.432, 0.822, 7, -3.278, 0, 0.0389, 0.000261, 1.73e-05, 0.696, 0.211, 100.062, audio_features, 6ZFZdQchNc7TxAs2wfETUU, spotify:track:6ZFZdQchNc7TxAs2wfETUU, https://api.spotify.com/v1/tracks/6ZFZdQchNc7TxAs2wfETUU, https://api.spotify.com/v1/audio-analysis/6ZFZdQchNc7TxAs2wfETUU, 209093, 4
0.3, 0.816, 10, -6.2, 0, 0.034, 0.0012, 0.525, 0.219, 0.341, 170.051, audio_features, 2SPI1dXVaZvR4qlwbzxdcC, spotify:track:2SPI1dXVaZvR4qlwbzxdcC, https://api.spotify.com/v1/tracks/2SPI1dXVaZvR4qlwbzxdcC, https://api.spotify.com/v1/audio-analysis/2SPI1dXVaZvR4qlwbzxdcC, 217440, 4
0.444, 0.958, 10, -3.866, 0, 0.0485, 0.00867, 0.00652, 0.323, 0.551, 108.478, audio_features, 1sEkQDvj0SurW8OUbQ8W3H, spotify:track:1sEkQDvj0SurW8OUbQ8W3H, https://api.spotify.com/v1/tracks/1sEkQDvj0SurW8OUbQ8W3H, https://api.spotify.com/v1/audio-analysis/1sEkQDvj0SurW8OUbQ8W3H, 226400, 4
0.626, 0.782, 10, -7.769, 0, 0.0313, 0.0179, 0.05, 0.0556, 0.917, 90.844, audio_features, 00zyym4yTVCINvMCj0SI4c, spotify:track:00zyym4yTVCINvMCj0SI4c, https://api.spotify.com/v1/tracks/00zyym4yTVCINvMCj0SI4c, https://api.spotify.com/v1/audio-analysis/00zyym4yTVCINvMCj0SI4c, 179853, 4
0.7, 0.956, 11, -7.61, 1, 0.0709, 0.214, 0.747, 0.0742, 0.795, 107.743, audio_features, 3dgMPpTQJ9Y91TkB072ZN3, spotify:track:3dgMPpTQJ9Y91TkB072ZN3, https://api.spotify.com/v1/tracks/3dgMPpTQJ9Y91TkB072ZN3, https://api.spotify.com/v1/audio-analysis/3dgMPpTQJ9Y91TkB072ZN3, 492600, 4
0.581, 0.459, 3, -14.519, 0, 0.0314, 0.0398, 0.881, 0.151, 0.315, 119.042, audio_features, 0c0Z5agmnSibjIWjdZV6R1, spotify:track:0c0Z5agmnSibjIWjdZV6R1, https://api.spotify.com/v1/tracks/0c0Z5agmnSibjIWjdZV6R1, https://api.spotify.com/v1/audio-analysis/0c0Z5agmnSibjIWjdZV6R1, 177267, 4
0.464, 0.772, 2, -5.046, 0, 0.0397, 0.196, 0.0088, 0.0716, 0.63, 107.651, audio_features, 4i5hLY7mNIp70YhZveeItm, spotify:track:4i5hLY7mNIp70YhZveeItm, https://api.spotify.com/v1/tracks/4i5hLY7mNIp70YhZveeItm, https://api.spotify.com/v1/audio-analysis/4i5hLY7mNIp70YhZveeItm, 199053, 4
0.635, 0.5, 2, -9.233, 0, 0.028, 0.5, 0.239, 0.144, 0.406, 97.011, audio_features, 5qDuLwtzW9ZnA6eSlMtNS9, spotify:track:5qDuLwtzW9ZnA6eSlMtNS9, https://api.spotify.com/v1/tracks/5qDuLwtzW9ZnA6eSlMtNS9, https://api.spotify.com/v1/audio-analysis/5qDuLwtzW9ZnA6eSlMtNS9, 248957, 4
0.484, 0.425, 2, -10.851, 1, 0.288, 0.338, 2.02e-05, 0.0429, 0.603, 197.674, audio_features, 7mxvuhmRrnQ31vHRm9A9qj, spotify:track:7mxvuhmRrnQ31vHRm9A9qj, https://api.spotify.com/v1/tracks/7mxvuhmRrnQ31vHRm9A9qj, https://api.spotify.com/v1/audio-analysis/7mxvuhmRrnQ31vHRm9A9qj, 203507, 4
0.64, 0.645, 11, -7.047, 0, 0.191, 0.0175, 0.00098, 0.111, 0.736, 157.443, audio_features, 2QuhQtkWjIgUnD0osMVxmQ, spotify:track:2QuhQtkWjIgUnD0osMVxmQ, https://api.spotify.com/v1/tracks/2QuhQtkWjIgUnD0osMVxmQ, https://api.spotify.com/v1/audio-analysis/2QuhQtkWjIgUnD0osMVxmQ, 170040, 4
0.698, 0.789, 8, -4.936, 1, 0.163, 0.132, 0.0091, 0.366, 0.492, 123.016, audio_features, 60Pe9j2pCBa4Zp4ztf5nhd, spotify:track:60Pe9j2pCBa4Zp4ztf5nhd, https://api.spotify.com/v1/tracks/60Pe9j2pCBa4Zp4ztf5nhd, https://api.spotify.com/v1/audio-analysis/60Pe9j2pCBa4Zp4ztf5nhd, 368400, 4
0.393, 0.865, 10, -2.79, 1, 0.0453, 0.00228, 5.48e-06, 0.462, 0.372, 92.322, audio_features, 2X6aJuZFrSk2DkfcQPZGPf, spotify:track:2X6aJuZFrSk2DkfcQPZGPf, https://api.spotify.com/v1/tracks/2X6aJuZFrSk2DkfcQPZGPf, https://api.spotify.com/v1/audio-analysis/2X6aJuZFrSk2DkfcQPZGPf, 188363, 4
0.765, 0.684, 9, -11.152, 1, 0.185, 0.243, 5e-06, 0.0856, 0.754, 119.528, audio_features, 0qMipvRrUpGHtuKEGrdo9j, spotify:track:0qMipvRrUpGHtuKEGrdo9j, https://api.spotify.com/v1/tracks/0qMipvRrUpGHtuKEGrdo9j, https://api.spotify.com/v1/audio-analysis/0qMipvRrUpGHtuKEGrdo9j, 155827, 4
0.676, 0.446, 5, -11.519, 0, 0.0622, 0.00337, 0.0406, 0.114, 0.507, 150.033, audio_features, 1BTYJkwPdYoxFMUsXpC20K, spotify:track:1BTYJkwPdYoxFMUsXpC20K, https://api.spotify.com/v1/tracks/1BTYJkwPdYoxFMUsXpC20K, https://api.spotify.com/v1/audio-analysis/1BTYJkwPdYoxFMUsXpC20K, 226893, 4
0.683, 0.723, 7, -9.794, 1, 0.0752, 0.187, 0.549, 0.12, 0.319, 139.999, audio_features, 4TGt6VkcfTfBnjD6utxMWE, spotify:track:4TGt6VkcfTfBnjD6utxMWE, https://api.spotify.com/v1/tracks/4TGt6VkcfTfBnjD6utxMWE, https://api.spotify.com/v1/audio-analysis/4TGt6VkcfTfBnjD6utxMWE, 594587, 4
0.574, 0.883, 6, -4.919, 0, 0.0477, 0.000862, 0.912, 0.128, 0.659, 84.103, audio_features, 4CU2omKTK673RUFXOJn61e, spotify:track:4CU2omKTK673RUFXOJn61e, https://api.spotify.com/v1/tracks/4CU2omKTK673RUFXOJn61e, https://api.spotify.com/v1/audio-analysis/4CU2omKTK673RUFXOJn61e, 221933, 4
0.72, 0.677, 0, -10.717, 1, 0.0351, 0.721, 0.00379, 0.18, 0.867, 125.579, audio_features, 5xZSbzCVTp0qQt2K6Dfe0V, spotify:track:5xZSbzCVTp0qQt2K6Dfe0V, https://api.spotify.com/v1/tracks/5xZSbzCVTp0qQt2K6Dfe0V, https://api.spotify.com/v1/audio-analysis/5xZSbzCVTp0qQt2K6Dfe0V, 171507, 4
0.423, 0.097, 6, -16.039, 1, 0.0454, 0.911, 4.57e-05, 0.108, 0.205, 82.305, audio_features, 6CmPfPRU24u5cXyinbeDXI, spotify:track:6CmPfPRU24u5cXyinbeDXI, https://api.spotify.com/v1/tracks/6CmPfPRU24u5cXyinbeDXI, https://api.spotify.com/v1/audio-analysis/6CmPfPRU24u5cXyinbeDXI, 271200, 3
